,COUNTY,YEAR,MONTH,TMP_HIGH,TMP_AVG,TMP_LOW,DP_HIGH,DP_AVG,DP_LOW,HUM_HIGH,HUM_AVG,HUM_LOW,SEALVL_HIGH,SEALVL_AVG,SEALVL_LOW,VIS_HIGH,VIS_AVG,VIS_LOW,WIND_HIGH,WIND_AVG,PRECIP,NUMDAY_RAIN,NUM_DAYS_SNOW,NUM_DAYS_FOG,NUM_DAYS_THNDRSTRM
2433,shelby,2003,DEC,39.0,2.26666666667,-32.0,30.0,-3.8,-74.0,100.0,73.0666666667,4.0,30.3,29.4523333333,28.7,10.0,9.6,1.0,28.0,4.36666666667,0.17,0.0,0.0,0.0,0.0
2434,shelby,2004,JAN,21.0,-2.31034482759,-40.0,19.0,-10.275862069,-44.0,100.0,67.724137931,25.0,30.87,29.9393103448,29.18,10.0,9.41379310345,0.0,22.0,4.06896551724,7.54,0.0,0.0,0.0,0.0
2435,shelby,2004,FEB,42.0,14.3103448276,-41.0,34.0,6.75862068966,-29.0,100.0,71.3448275862,27.0,29.97,29.5086206897,28.76,10.0,9.34482758621,0.0,24.0,5.48275862069,20.07,0.0,0.0,0.0,0.0
2436,shelby,2004,MAR,41.0,12.3548387097,-29.0,32.0,1.8064516129,-107.0,100.0,62.064516129,4.0,30.77,29.8167741935,28.96,10.0,9.41935483871,0.0,28.0,5.32258064516,10.07,0.0,0.0,0.0,0.0
2437,shelby,2004,APR,62.0,34.0666666667,-25.0,39.0,23.4333333333,-29.0,100.0,65.6333333333,25.0,30.3,29.7576666667,29.29,10.0,9.7,0.0,29.0,4.86666666667,10.25,0.0,0.0,0.0,0.0
2438,shelby,2004,MAY,68.0,48.9677419355,30.0,54.0,37.2903225806,25.0,94.0,66.3225806452,29.0,30.47,29.8987096774,29.3,10.0,9.70967741935,1.0,20.0,3.90322580645,1.59,0.0,0.0,0.0,0.0
2439,shelby,2004,JUN,84.0,57.4,39.0,61.0,44.7,32.0,94.0,64.4333333333,28.0,30.24,29.9353333333,29.57,10.0,9.8,0.0,18.0,3.4,1.89,0.0,0.0,0.0,0.0
2440,shelby,2004,JUL,80.0,61.0967741935,44.0,61.0,49.8064516129,41.0,94.0,68.3548387097,28.0,30.23,29.8658064516,29.44,10.0,9.61290322581,1.0,20.0,3.54838709677,1.03,0.0,0.0,0.0,0.0
2441,shelby,2004,AUG,80.0,58.7037037037,33.0,63.0,48.8888888889,30.0,94.0,71.9259259259,34.0,30.24,29.9325925926,29.39,10.0,8.62962962963,0.0,16.0,3.07407407407,0.64,0.0,0.0,0.0,0.0
2442,shelby,2004,SEP,64.0,42.1333333333,23.0,50.0,32.9333333333,18.0,93.0,72.0333333333,35.0,30.19,29.7693333333,29.02,10.0,9.4,0.0,17.0,3.9,1.59,0.0,0.0,0.0,0.0
2443,shelby,2004,OCT,51.0,36.5806451613,3.0,41.0,29.5161290323,-2.0,93.0,75.6129032258,41.0,30.2,29.5064516129,28.83,10.0,9.16129032258,0.0,22.0,5.58064516129,1.68,0.0,0.0,0.0,0.0
2444,shelby,2004,NOV,41.0,24.5333333333,0.0,34.0,18.5,-6.0,100.0,75.6,49.0,29.97,29.4456666667,28.62,10.0,9.3,0.0,26.0,7.4,0.88,0.0,0.0,0.0,0.0
2445,shelby,2004,DEC,37.0,12.2580645161,-34.0,30.0,6.87096774194,-29.0,100.0,75.8387096774,23.0,30.68,29.6790322581,28.87,10.0,8.96774193548,0.0,20.0,5.48387096774,24.79,0.0,0.0,0.0,0.0
2446,shelby,2005,JAN,41.0,8.2,-25.0,32.0,0.3,-56.0,100.0,68.7,9.0,31.04,29.9343333333,29.35,10.0,9.33333333333,0.0,25.0,5.26666666667,20.25,0.0,0.0,0.0,0.0
2447,shelby,2005,FEB,42.0,12.0357142857,-36.0,30.0,5.28571428571,-78.0,100.0,68.1785714286,4.0,30.28,29.7064285714,28.99,10.0,9.60714285714,1.0,26.0,6.10714285714,29.99,0.0,0.0,0.0,0.0
2448,shelby,2005,MAR,42.0,20.3870967742,-25.0,32.0,11.1290322581,-29.0,100.0,66.5806451613,23.0,30.5,29.6641935484,28.94,10.0,9.67741935484,1.0,28.0,5.1935483871,20.0,0.0,0.0,0.0,0.0
2449,shelby,2005,APR,62.0,29.347826087,-7.0,39.0,17.1304347826,-27.0,93.0,61.1304347826,20.0,30.38,30.0086956522,29.24,10.0,10.0,5.0,33.0,5.47826086957,0.0,0.0,0.0,0.0,0.0
2450,shelby,2005,MAY,68.0,49.0,30.0,46.0,34.7096774194,25.0,93.0,59.935483871,24.0,30.25,29.7838709677,29.36,10.0,9.90322580645,0.0,18.0,4.61290322581,0.79,0.0,0.0,0.0,0.0
2451,shelby,2005,JUN,80.0,56.2333333333,33.0,57.0,43.1333333333,28.0,94.0,63.4,24.0,30.22,29.8733333333,29.51,10.0,9.76666666667,0.0,15.0,3.16666666667,2.84,0.0,0.0,0.0,0.0
2452,shelby,2005,JUL,75.0,58.7741935484,42.0,55.0,46.9032258065,34.0,94.0,67.6774193548,25.0,30.22,29.8209677419,29.52,10.0,9.77419354839,0.0,16.0,3.48387096774,0.43,0.0,0.0,0.0,0.0
2453,shelby,2005,AUG,80.0,56.0322580645,37.0,61.0,47.0967741935,32.0,94.0,73.9032258065,28.0,30.33,29.8748387097,29.14,10.0,7.58064516129,0.0,17.0,3.25806451613,2.23,0.0,0.0,0.0,0.0
2454,shelby,2005,SEP,60.0,46.9666666667,28.0,52.0,39.5,23.0,93.0,77.3666666667,35.0,30.23,29.6263333333,28.92,10.0,9.16666666667,0.0,20.0,4.46666666667,3.79,0.0,0.0,0.0,0.0
2455,shelby,2005,OCT,48.0,30.1612903226,-2.0,39.0,24.2258064516,-9.0,93.0,77.4516129032,49.0,30.17,29.5303225806,28.61,10.0,9.35483870968,0.0,21.0,4.41935483871,1.3,0.0,0.0,0.0,0.0
2456,shelby,2005,NOV,32.0,0.714285714286,-29.0,30.0,-4.57142857143,-44.0,100.0,73.7619047619,19.0,30.49,29.8333333333,29.06,10.0,8.7619047619,0.0,18.0,4.04761904762,0.19,0.0,0.0,0.0,0.0
2457,shelby,2005,DEC,41.0,12.6129032258,-32.0,34.0,7.41935483871,-53.0,100.0,78.064516129,17.0,30.3,29.4041935484,28.41,10.0,9.41935483871,1.0,23.0,3.93548387097,0.5,0.0,0.0,0.0,0.0
2458,shelby,2006,JAN,15.0,-8.81481481481,-41.0,10.0,-13.2592592593,-36.0,100.0,72.962962963,27.0,30.48,29.6748148148,28.94,10.0,9.62962962963,0.0,16.0,2.74074074074,0.0,0.0,0.0,0.0,0.0
2459,shelby,2006,FEB,41.0,21.7037037037,-40.0,32.0,13.5555555556,-29.0,100.0,69.6666666667,27.0,30.63,29.8314814815,28.48,10.0,8.40740740741,1.0,32.0,8.85185185185,0.45,0.0,0.0,0.0,0.0
2460,shelby,2006,MAR,39.0,16.6428571429,-14.0,30.0,8.57142857143,-27.0,100.0,67.8571428571,29.0,30.36,29.7742857143,29.09,10.0,8.14285714286,0.0,23.0,6.57142857143,0.23,0.0,0.0,0.0,0.0
2461,shelby,2006,APR,42.0,23.9,-16.0,30.0,14.1666666667,-29.0,93.0,66.0,27.0,30.08,29.6886666667,29.06,10.0,9.26666666667,0.0,26.0,5.7,0.37,0.0,0.0,0.0,0.0
2462,shelby,2006,MAY,75.0,44.935483871,28.0,48.0,30.064516129,16.0,93.0,58.5483870968,20.0,30.49,29.8996774194,29.03,10.0,9.83870967742,2.0,18.0,5.16129032258,9.28,0.0,0.0,0.0,0.0
2463,shelby,2006,JUN,71.0,52.2666666667,33.0,54.0,40.1,12.0,93.0,64.8,23.0,30.22,29.9163333333,29.45,10.0,9.8,0.0,20.0,4.86666666667,10.44,0.0,0.0,0.0,0.0
2464,shelby,2006,JUL,78.0,57.3225806452,44.0,59.0,46.6774193548,37.0,94.0,70.0967741935,32.0,30.27,29.8793548387,29.43,10.0,9.38709677419,0.0,16.0,3.58064516129,2.05,0.0,0.0,0.0,0.0
2465,shelby,2006,AUG,68.0,51.1935483871,30.0,54.0,43.9032258065,27.0,94.0,77.4838709677,39.0,30.09,29.8048387097,29.51,10.0,9.12903225806,0.0,20.0,2.67741935484,3.39,0.0,0.0,0.0,0.0
2466,shelby,2006,SEP,66.0,47.9,28.0,50.0,39.5333333333,25.0,94.0,75.2333333333,37.0,30.43,29.7163333333,28.96,10.0,9.46666666667,0.0,22.0,3.5,2.35,0.0,0.0,0.0,0.0
2467,shelby,2006,OCT,55.0,37.9032258065,12.0,48.0,30.8064516129,7.0,93.0,75.4838709677,46.0,30.56,29.6603225806,28.63,10.0,9.58064516129,0.0,22.0,5.93548387097,2.34,0.0,0.0,0.0,0.0
2468,shelby,2006,NOV,37.0,12.3666666667,-13.0,30.0,5.36666666667,-24.0,100.0,73.5,48.0,30.57,30.0186666667,29.39,10.0,9.2,1.0,24.0,5.63333333333,0.16,0.0,0.0,0.0,0.0
2469,shelby,2006,DEC,32.0,5.2962962963,-23.0,27.0,-0.851851851852,-29.0,100.0,75.5925925926,25.0,30.43,29.352962963,28.76,10.0,9.03703703704,1.0,18.0,3.18518518519,0.04,0.0,0.0,0.0,0.0
2470,shelby,2007,JAN,48.0,16.0833333333,-32.0,34.0,11.2916666667,-29.0,100.0,76.4583333333,23.0,30.58,29.7208333333,29.19,10.0,9.45833333333,0.0,29.0,6.41666666667,0.05,0.0,0.0,0.0,0.0
2471,shelby,2007,FEB,46.0,13.25,-18.0,34.0,5.82142857143,-29.0,100.0,73.1428571429,27.0,30.5,29.905,29.33,10.0,9.82142857143,2.0,25.0,5.07142857143,0.15,0.0,0.0,0.0,0.0
2472,shelby,2007,MAR,39.0,1.74193548387,-23.0,25.0,-10.7741935484,-78.0,100.0,57.6129032258,4.0,30.56,30.044516129,28.94,10.0,9.74193548387,1.0,22.0,6.03225806452,0.0,0.0,0.0,0.0,0.0
2473,shelby,2007,APR,57.0,37.8,19.0,37.0,26.0333333333,12.0,100.0,65.9333333333,25.0,30.49,29.5803333333,28.76,10.0,9.66666666667,0.0,26.0,4.53333333333,9.98,0.0,0.0,0.0,0.0
2474,shelby,2007,MAY,66.0,45.8709677419,28.0,50.0,34.6451612903,19.0,100.0,68.1290322581,28.0,30.11,29.8570967742,29.49,10.0,9.74193548387,0.0,17.0,4.0,0.98,0.0,0.0,0.0,0.0
2475,shelby,2007,JUN,75.0,51.9666666667,37.0,52.0,42.9333333333,27.0,100.0,73.2666666667,24.0,30.42,29.8963333333,29.43,10.0,9.66666666667,1.0,17.0,3.4,1.52,0.0,0.0,0.0,0.0
2476,shelby,2007,JUL,78.0,57.0967741935,42.0,64.0,50.7741935484,41.0,100.0,81.6451612903,44.0,30.11,29.8687096774,29.54,10.0,9.64516129032,0.0,15.0,2.45161290323,1.3,0.0,0.0,0.0,0.0
2477,shelby,2007,AUG,75.0,55.9677419355,37.0,64.0,49.1935483871,36.0,100.0,80.5161290323,31.0,30.19,29.8948387097,29.37,10.0,9.25806451613,0.0,20.0,3.38709677419,2.97,0.0,0.0,0.0,0.0
2478,shelby,2007,SEP,62.0,48.7333333333,32.0,54.0,43.0333333333,28.0,100.0,82.4,42.0,29.97,29.6393333333,29.07,10.0,9.53333333333,1.0,21.0,4.5,4.84,0.0,0.0,0.0,0.0
2479,shelby,2007,OCT,46.0,30.8709677419,15.0,43.0,25.5161290323,10.0,100.0,81.064516129,53.0,30.13,29.504516129,28.78,10.0,9.64516129032,0.0,18.0,4.87096774194,6.68,0.0,0.0,0.0,0.0
2480,shelby,2007,NOV,51.0,26.5714285714,3.0,34.0,20.0952380952,-26.0,100.0,76.9047619048,25.0,30.22,29.4723809524,28.8,10.0,9.42857142857,0.0,28.0,6.42857142857,0.11,0.0,0.0,0.0,0.0
2481,shelby,2007,DEC,51.0,10.3225806452,-27.0,32.0,4.38709677419,-29.0,100.0,77.5483870968,25.0,30.14,29.6793548387,28.98,10.0,9.03225806452,0.0,31.0,4.77419354839,0.29,0.0,0.0,0.0,0.0
2482,shelby,2008,JAN,39.0,5.14285714286,-31.0,32.0,-0.392857142857,-71.0,100.0,76.9642857143,4.0,30.76,29.7296428571,29.09,10.0,8.28571428571,0.0,33.0,5.25,0.22,0.0,0.0,0.0,0.0
2483,shelby,2008,FEB,39.0,-2.44827586207,-41.0,30.0,-8.24137931034,-29.0,100.0,67.9310344828,27.0,30.41,29.7127586207,28.75,10.0,8.31034482759,0.0,21.0,4.41379310345,0.2,0.0,0.0,0.0,0.0
2484,shelby,2008,MAR,42.0,14.5806451613,-20.0,34.0,7.58064516129,-67.0,100.0,73.3870967742,5.0,30.37,29.7161290323,28.97,10.0,8.70967741935,0.0,21.0,4.96774193548,8.89,0.0,0.0,0.0,0.0
2485,shelby,2008,APR,51.0,24.1666666667,-5.0,34.0,14.8666666667,-11.0,100.0,69.5,34.0,30.61,29.9926666667,29.35,10.0,8.83333333333,1.0,21.0,5.63333333333,9.68,0.0,0.0,0.0,0.0
2486,shelby,2008,MAY,64.0,43.064516129,19.0,41.0,30.8387096774,10.0,93.0,63.5161290323,24.0,30.39,29.8493548387,28.94,10.0,9.93548387097,0.0,28.0,4.83870967742,0.51,0.0,0.0,0.0,0.0
2487,shelby,2008,JUN,71.0,51.7666666667,30.0,54.0,41.8333333333,28.0,94.0,71.6333333333,32.0,30.24,29.8716666667,29.34,10.0,9.6,0.0,18.0,2.6,9.7,0.0,0.0,0.0,0.0
2488,shelby,2008,JUL,80.0,53.4193548387,37.0,63.0,44.5161290323,34.0,94.0,73.5806451613,30.0,30.1,29.7870967742,29.44,10.0,9.58064516129,1.0,20.0,3.51612903226,2.15,0.0,0.0,0.0,0.0
2489,shelby,2008,AUG,69.0,51.9032258065,30.0,54.0,43.0967741935,27.0,94.0,74.5806451613,32.0,30.21,29.7709677419,29.32,10.0,9.51612903226,0.0,16.0,2.32258064516,0.41,0.0,0.0,0.0,0.0
2490,shelby,2008,SEP,66.0,46.6,24.0,52.0,39.5666666667,19.0,94.0,78.4,37.0,30.12,29.7206666667,29.37,10.0,9.66666666667,0.0,16.0,3.6,97.93,0.0,0.0,0.0,0.0
2491,shelby,2008,OCT,39.0,19.2258064516,-7.0,37.0,13.6451612903,-13.0,100.0,77.6129032258,47.0,30.31,29.7364516129,29.04,10.0,9.06451612903,0.0,20.0,3.77419354839,0.45,0.0,0.0,0.0,0.0
2492,shelby,2008,NOV,28.0,5.46666666667,-31.0,25.0,0.933333333333,-29.0,100.0,78.1,27.0,30.63,29.705,28.93,10.0,9.0,0.0,20.0,3.13333333333,0.0,0.0,0.0,0.0,0.0
2493,shelby,2008,DEC,37.0,12.9666666667,-23.0,34.0,8.23333333333,-29.0,100.0,77.5,47.0,30.85,29.9523333333,28.8,10.0,8.73333333333,0.0,23.0,6.53333333333,0.08,0.0,0.0,0.0,0.0
2494,shelby,2009,JAN,44.0,4.76923076923,-45.0,34.0,-2.42307692308,-35.0,100.0,68.9615384615,30.0,30.38,29.7861538462,28.49,10.0,8.42307692308,0.0,34.0,4.42307692308,0.63,0.0,0.0,0.0,0.0
2495,shelby,2009,FEB,39.0,10.9285714286,-36.0,30.0,4.07142857143,-29.0,100.0,70.8928571429,31.0,30.87,29.9307142857,29.16,10.0,8.0,0.0,32.0,5.75,0.07,0.0,0.0,0.0,0.0
2496,shelby,2009,MAR,39.0,10.7096774194,-20.0,34.0,1.58064516129,-29.0,100.0,65.4516129032,27.0,30.73,29.8474193548,28.83,10.0,8.51612903226,0.0,30.0,6.96774193548,0.24,0.0,0.0,0.0,0.0
2497,shelby,2009,APR,53.0,26.9,-18.0,36.0,17.3666666667,-26.0,100.0,67.4666666667,33.0,30.36,29.966,29.11,10.0,9.26666666667,1.0,23.0,6.43333333333,1.51,0.0,0.0,0.0,0.0
2498,shelby,2009,MAY,73.0,45.9565217391,24.0,50.0,31.0,19.0,100.0,58.7826086957,20.0,30.21,29.9886956522,29.66,10.0,9.86956521739,0.0,18.0,5.08695652174,0.0,0.0,0.0,0.0,0.0
2499,shelby,2009,JUN,73.0,52.0666666667,33.0,54.0,40.1333333333,28.0,94.0,64.2666666667,27.0,30.26,29.8683333333,29.46,10.0,9.9,0.0,20.0,4.5,0.0,0.0,0.0,0.0,0.0
2500,shelby,2009,JUL,84.0,58.1935483871,39.0,54.0,45.0967741935,30.0,93.0,62.8387096774,18.0,30.36,29.9435483871,29.27,10.0,9.77419354839,0.0,21.0,4.58064516129,0.0,0.0,0.0,0.0,0.0
2501,shelby,2009,AUG,69.0,51.5161290323,32.0,55.0,42.5806451613,28.0,93.0,72.2258064516,36.0,30.16,29.8838709677,29.6,10.0,9.22580645161,0.0,16.0,2.96774193548,0.0,0.0,0.0,0.0,0.0
2502,shelby,2009,SEP,69.0,45.2068965517,21.0,50.0,37.1034482759,18.0,100.0,74.0689655172,38.0,30.39,29.6831034483,29.31,10.0,9.41379310345,0.0,18.0,3.51724137931,0.0,0.0,0.0,0.0,0.0
2503,shelby,2009,OCT,62.0,34.4516129032,12.0,48.0,27.935483871,5.0,100.0,77.0967741935,42.0,30.32,29.7732258065,28.96,10.0,9.29032258065,1.0,36.0,6.25806451613,0.0,0.0,0.0,0.0,0.0
2504,shelby,2009,NOV,37.0,4.2,-31.0,34.0,-0.633333333333,-29.0,100.0,76.4666666667,53.0,30.03,29.4393333333,28.71,10.0,8.63333333333,0.0,28.0,3.76666666667,0.0,0.0,0.0,0.0,0.0
2505,shelby,2009,DEC,46.0,13.4516129032,-34.0,30.0,4.03225806452,-29.0,100.0,65.9677419355,22.0,30.43,29.8116129032,28.99,10.0,9.41935483871,0.0,37.0,5.8064516129,0.0,0.0,0.0,0.0,0.0
2506,shelby,2010,JAN,39.0,0.193548387097,-23.0,28.0,-9.32258064516,-31.0,100.0,63.6451612903,27.0,30.2,29.7322580645,29.01,10.0,9.61290322581,0.0,23.0,5.58064516129,0.0,0.0,0.0,0.0,0.0
2507,shelby,2010,FEB,44.0,12.3571428571,-32.0,34.0,4.17857142857,-29.0,100.0,69.4642857143,29.0,30.13,29.6664285714,28.99,10.0,9.42857142857,0.0,22.0,5.17857142857,0.0,0.0,0.0,0.0,0.0
2508,shelby,2010,MAR,39.0,4.74193548387,-34.0,21.0,-4.64516129032,-29.0,100.0,60.9032258065,33.0,30.27,29.5632258065,28.77,10.0,8.70967741935,1.0,16.0,4.22580645161,0.0,0.0,0.0,0.0,0.0
2509,shelby,2010,APR,50.0,28.1,-9.0,36.0,18.0333333333,-17.0,93.0,67.7666666667,33.0,30.37,29.671,29.21,10.0,8.96666666667,0.0,26.0,5.5,0.0,0.0,0.0,0.0,0.0
2510,shelby,2010,MAY,75.0,45.9677419355,24.0,48.0,32.1612903226,18.0,93.0,60.9032258065,19.0,30.72,29.9429032258,29.3,10.0,9.8064516129,1.0,21.0,3.61290322581,0.0,0.0,0.0,0.0,0.0
2511,shelby,2010,JUN,75.0,52.7333333333,35.0,54.0,41.7666666667,25.0,94.0,68.9333333333,29.0,30.16,29.8386666667,29.42,10.0,9.76666666667,0.0,17.0,3.73333333333,0.0,0.0,0.0,0.0,0.0
2512,shelby,2010,JUL,73.0,54.1612903226,42.0,55.0,46.4193548387,39.0,94.0,77.7419354839,40.0,30.19,29.8935483871,29.53,10.0,9.32258064516,0.0,14.0,3.38709677419,0.0,0.0,0.0,0.0,0.0
2513,shelby,2010,AUG,66.0,53.2903225806,37.0,55.0,47.1935483871,36.0,94.0,81.1935483871,45.0,30.32,29.8864516129,29.34,10.0,9.03225806452,0.0,20.0,3.06451612903,0.0,0.0,0.0,0.0,0.0
2514,shelby,2010,SEP,69.0,47.3666666667,19.0,54.0,36.3,7.0,94.0,68.9666666667,22.0,30.27,29.843,29.35,10.0,9.43333333333,0.0,22.0,4.83333333333,0.0,0.0,0.0,0.0,0.0
2515,shelby,2010,OCT,48.0,31.4838709677,14.0,36.0,23.5161290323,9.0,93.0,72.935483871,40.0,30.05,29.4651612903,29.0,10.0,9.48387096774,0.0,23.0,4.48387096774,0.0,0.0,0.0,0.0,0.0
2516,shelby,2010,NOV,42.0,16.8333333333,-14.0,39.0,12.0666666667,-24.0,100.0,79.6333333333,60.0,31.05,29.8626666667,28.98,10.0,8.93333333333,0.0,15.0,3.43333333333,0.0,0.0,0.0,0.0,0.0
2517,shelby,2010,DEC,33.0,-1.83870967742,-27.0,28.0,-8.77419354839,-29.0,100.0,72.5161290323,36.0,30.62,29.9783870968,29.16,10.0,8.96774193548,0.0,24.0,4.32258064516,0.0,0.0,0.0,0.0,0.0
2518,shelby,2011,JAN,42.0,10.3225806452,-32.0,30.0,1.35483870968,-29.0,100.0,65.0322580645,37.0,30.73,29.7922580645,28.76,10.0,9.22580645161,0.0,30.0,6.06451612903,0.0,0.0,0.0,0.0,0.0
2519,shelby,2011,FEB,39.0,9.5,-23.0,32.0,1.82142857143,-29.0,100.0,70.4285714286,41.0,31.05,30.1725,29.38,10.0,9.0,0.0,20.0,4.92857142857,0.0,0.0,0.0,0.0,0.0
2520,shelby,2011,MAR,39.0,12.1612903226,-16.0,28.0,0.677419354839,-29.0,100.0,58.8387096774,25.0,30.59,29.8103225806,29.28,10.0,9.83870967742,0.0,36.0,4.93548387097,0.0,0.0,0.0,0.0,0.0
2521,shelby,2011,APR,51.0,26.0333333333,-14.0,34.0,15.8333333333,-20.0,93.0,65.4333333333,33.0,30.46,29.777,28.91,10.0,9.23333333333,0.0,24.0,4.7,0.0,0.0,0.0,0.0,0.0
2522,shelby,2011,MAY,75.0,45.3548387097,24.0,46.0,29.5483870968,12.0,93.0,56.064516129,19.0,30.46,29.8793548387,29.44,10.0,9.87096774194,0.0,23.0,4.87096774194,0.0,0.0,0.0,0.0,0.0
2523,shelby,2011,JUN,71.0,51.7666666667,37.0,52.0,40.4,28.0,93.0,67.1333333333,26.0,30.27,29.8333333333,29.43,10.0,9.76666666667,0.0,22.0,3.83333333333,0.0,0.0,0.0,0.0,0.0
2524,shelby,2011,JUL,71.0,52.0322580645,37.0,54.0,44.0,32.0,94.0,75.3870967742,35.0,30.12,29.8358064516,29.39,10.0,9.1935483871,0.0,18.0,3.61290322581,0.0,0.0,0.0,0.0,0.0
2525,shelby,2011,AUG,66.0,51.2903225806,33.0,55.0,43.9032258065,28.0,100.0,78.064516129,43.0,30.29,29.734516129,29.0,10.0,9.25806451613,0.0,15.0,3.09677419355,0.0,0.0,0.0,0.0,0.0
2526,shelby,2011,SEP,62.0,46.3666666667,30.0,52.0,39.6,21.0,100.0,79.0666666667,38.0,30.15,29.4923333333,28.73,10.0,9.8,0.0,20.0,3.76666666667,0.0,0.0,0.0,0.0,0.0
2527,shelby,2011,OCT,48.0,32.5483870968,6.0,45.0,26.4193548387,-15.0,100.0,78.7096774194,34.0,29.97,29.5558064516,29.01,10.0,9.29032258065,0.0,18.0,4.51612903226,0.0,0.0,0.0,0.0,0.0
2528,shelby,2011,NOV,35.0,3.03333333333,-34.0,32.0,-4.56666666667,-107.0,100.0,70.1333333333,4.0,30.62,29.731,28.44,10.0,8.7,0.0,28.0,5.56666666667,0.0,0.0,0.0,0.0,0.0
2529,shelby,2011,DEC,39.0,14.4137931034,-34.0,34.0,9.51724137931,-29.0,100.0,77.724137931,27.0,30.35,29.5344827586,28.49,10.0,8.58620689655,0.0,38.0,6.62068965517,0.0,0.0,0.0,0.0,0.0
2530,shelby,2012,JAN,8.0,-13.0588235294,-41.0,9.0,-19.0588235294,-31.0,100.0,68.9411764706,24.0,31.1,30.0617647059,29.12,10.0,8.47058823529,0.0,24.0,6.64705882353,0.0,0.0,0.0,0.0,0.0
2531,shelby,2012,FEB,42.0,17.0714285714,-36.0,34.0,10.3214285714,-29.0,100.0,69.8214285714,29.0,30.46,29.5171428571,28.89,10.0,8.5,0.0,30.0,7.57142857143,0.0,0.0,0.0,0.0,0.0
2532,shelby,2012,MAR,42.0,5.32258064516,-36.0,28.0,-3.77419354839,-31.0,100.0,62.935483871,25.0,30.34,29.6787096774,29.01,10.0,8.90322580645,0.0,21.0,5.03225806452,0.0,0.0,0.0,0.0,0.0
2533,shelby,2012,APR,51.0,30.7666666667,-14.0,36.0,21.1666666667,-20.0,100.0,66.8,25.0,30.26,29.8576666667,29.52,10.0,9.76666666667,0.0,28.0,4.46666666667,0.0,0.0,0.0,0.0,0.0
2534,shelby,2012,MAY,66.0,42.0,14.0,45.0,28.9677419355,5.0,93.0,60.3225806452,9.0,30.24,29.7677419355,29.23,10.0,9.90322580645,1.0,22.0,4.61290322581,0.0,0.0,0.0,0.0,0.0
2535,shelby,2012,JUN,73.0,52.7,32.0,54.0,42.6,25.0,100.0,69.9333333333,21.0,30.27,29.8596666667,29.34,10.0,9.6,0.0,18.0,4.1,0.0,0.0,0.0,0.0,0.0
2536,shelby,2012,JUL,73.0,53.3225806452,37.0,55.0,46.3548387097,34.0,100.0,78.9032258065,26.0,30.3,29.865483871,29.56,10.0,9.32258064516,0.0,18.0,4.32258064516,0.0,0.0,0.0,0.0,0.0
2537,shelby,2012,AUG,78.0,52.8064516129,37.0,55.0,45.8387096774,36.0,100.0,77.9032258065,29.0,30.23,29.8661290323,29.38,10.0,9.48387096774,0.0,18.0,4.09677419355,0.0,0.0,0.0,0.0,0.0
2538,shelby,2012,SEP,57.0,42.5,24.0,50.0,35.7,19.0,100.0,77.2,28.0,30.09,29.595,28.82,10.0,9.76666666667,0.0,24.0,5.5,0.0,0.0,0.0,0.0,0.0
2539,shelby,2012,OCT,55.0,28.4838709677,1.0,45.0,20.7741935484,-8.0,100.0,71.4193548387,30.0,30.6,30.0632258065,29.38,10.0,9.61290322581,0.0,24.0,6.70967741935,0.0,0.0,0.0,0.0,0.0
2540,shelby,2012,NOV,37.0,6.43333333333,-18.0,36.0,-3.2,-83.0,100.0,63.1333333333,4.0,30.53,29.9643333333,29.38,10.0,9.4,0.0,22.0,7.13333333333,0.0,0.0,0.0,0.0,0.0
2541,shelby,2012,DEC,39.0,-1.7,-40.0,34.0,-6.5,-110.0,100.0,72.8333333333,4.0,30.62,29.6756666667,28.76,10.0,8.8,0.0,22.0,4.86666666667,0.08,0.0,0.0,0.0,0.0
2542,shelby,2013,JAN,42.0,14.0,-36.0,34.0,8.86666666667,-29.0,100.0,74.8,27.0,30.47,29.6946666667,28.92,10.0,8.7,0.0,25.0,6.43333333333,0.42,0.0,0.0,0.0,0.0
2543,shelby,2013,FEB,35.0,3.92857142857,-38.0,30.0,-0.607142857143,-107.0,100.0,74.25,4.0,30.41,29.5703571429,28.73,10.0,8.57142857143,0.0,18.0,4.60714285714,0.0,0.0,0.0,0.0,0.0
2544,shelby,2013,MAR,39.0,12.2258064516,-29.0,32.0,7.22580645161,-35.0,100.0,70.3870967742,20.0,30.72,30.0025806452,28.94,10.0,9.0,0.0,30.0,5.8064516129,0.14,0.0,0.0,0.0,0.0
2545,shelby,2013,APR,46.0,20.0333333333,-18.0,30.0,8.23333333333,-110.0,100.0,57.1666666667,4.0,30.69,30.2053333333,29.57,10.0,9.73333333333,1.0,21.0,4.86666666667,0.0,0.0,0.0,0.0,0.0
2546,shelby,2013,MAY,80.0,39.064516129,17.0,48.0,25.064516129,1.0,93.0,57.2903225806,13.0,30.55,30.0016129032,29.6,10.0,10.0,1.0,20.0,5.1935483871,0.23,0.0,0.0,0.0,0.0
2547,shelby,2013,JUN,87.0,58.1333333333,35.0,57.0,44.2666666667,30.0,94.0,61.5333333333,16.0,30.49,29.963,29.48,10.0,9.93333333333,0.0,20.0,4.56666666667,0.54,0.0,0.0,0.0,0.0
2548,shelby,2013,JUL,84.0,59.76,39.0,63.0,51.12,37.0,94.0,74.6,26.0,30.35,30.1112,29.37,10.0,9.2,0.0,16.0,3.32,1.09,0.0,0.0,0.0,0.0
