"STATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","EVAP","HDSD","HTDD","MN01","MX01","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDMV","WSF1","WSF2","WSF5","WSFG"
"USC00118186","2013-01",,"0","0","7","6","2","1","0","27","9","0","0","3","2","1.6","1.58","66",,"3090","1074",,,"3.00","1.6","30.3","41.0","19.7",,,,,,,,,,
"USC00118186","2013-02",,"0","0","10","7","6","3","0","27","6","0","0","3","5","5.3","0.88","56",,"4071","980",,,"2.98","9.9","30.0","39.7","20.3",,,,,,,,,,
"USC00118186","2013-03",,"0","0","12","6","9","3","0","27","2","0","0","12","16","17.4","1.55","62",,"5028","957",,,"3.50","21.1","34.1","43.2","25.0",,,,,,,,,,
"USC00118186","2013-04",,"8","8","11","8","0","0","0","7","0","7","0","22","0","0.0","1.50","78",,"5476","448",,,"5.99","0.0","50.3","61.5","39.2",,,,,,,,,,
"USC00118186","2013-05",,"112","104","16","11",,,"0","0","0","19","0","37",,,"1.38","89",,"5609","134",,,"8.98",,"64.1","74.2","53.9",,,,,,,,,,
"USC00118186","2013-06",,"335","223","12","6",,,"0","0","0","28","3","51",,,"2.15","93",,"5624","14",,,"4.91",,"72.0","81.5","62.4",,,,,,,,,,
"USC00118186","2013-07",,"603","268","6","4",,,"0","0","0","31","5","52",,,"0.77","93",,"3","3",,,"2.21",,"73.5","82.8","64.2",,,,,,,,,,
"USC00118186","2013-08",,"843","240","3","0",,,"0","0","0","31","4","50",,,"0.08","95",,"9","6",,,"0.16",,"72.8","83.4","62.2",,,,,,,,,,
"USC00118186","2013-09",,"1009","166","8","5",,,"0","0","0","30","5","43",,,"0.38","95",,"56","47",,,"1.18",,"69.0","81.2","56.8",,,,,,,,,,
"USC00118186","2013-10",,"1047","38","10","6",,,"0","6","0","11","0","25",,,"2.52","85",,"417","361",,,"4.28",,"54.6","65.5","43.7",,,,,,,,,,
"USC00118186","2013-11",,"1047","0","8","6",,,"0","20","4","1","0","9",,,"0.93","73",,"1196","779",,,"2.16",,"39.0","49.5","28.6",,,,,,,,,,
"USC00118186","2013-12",,"1047","0","9","4",,,"0","28","12","0","0","1",,,"0.54","62",,"2336","1140",,,"1.46",,"28.2","38.2","18.2",,,,,,,,,,
"USC00118186","2014-01",,"0","0","10","4","13",,"9","31","13","0","0","-12","10",,"0.89","52",,"3726","1390",,,"2.24",,"20.2","31.0","9.3",,,,,,,,,,
"USC00118186","2014-02",,"0","0","13","8","21",,"11","28","19","0","0","-9","11",,"0.73","62",,"4989","1263",,,"3.25",,"19.9","30.8","9.0",,,,,,,,,,
"USC00118186","2014-03",,"0","0","6","4",,,"2","26","3","2","0","-3",,,"1.22","73",,"5931","942",,,"1.99",,"34.6","47.4","21.9",,,,,,,,,,
"USC00118186","2014-04",,"8","8","11","9",,,"0","6","0","13","0","27",,,"1.59","83",,"6280","349",,,"4.58",,"53.6","66.0","41.2",,,,,,,,,,
"USC00118186","2014-05",,"120","112","10","6",,,"0","0","0","22","0","36",,,"0.73","87",,"6433","153",,,"2.55",,"63.7","74.0","53.4",,,,,,,,,,
"USC00118186","2014-06",,"368","248","12","8",,,"0","0","0","29","2","52",,,"3.03","90",,"6440","6",,,"8.69",,"73.1","82.0","64.1",,,,,,,,,,
"USC00118186","2014-07",,"555","186","5","5",,,"0","0","0","31","0","54",,,"0.75","89",,"5","5",,,"2.31",,"70.8","80.7","61.0",,,,,,,,,,
"USC00118186","2014-08",,"821","267","13","9",,,"0","0","0","31","4","55",,,"2.47","93",,"5","0",,,"7.14",,"73.6","82.3","64.8",,,,,,,,,,
"USC00118186","2014-09",,"912","91","7","6",,,"0","0","0","22","2","40",,,"1.52","91",,"122","117",,,"4.61",,"64.1","74.8","53.5",,,,,,,,,,
"USC00118186","2014-10",,"914","2","11","5",,"0","0","0","0","7","0","33",,"0.0","1.24","82",,"448","326",,,"3.96","0.0","54.5","64.5","44.5",,,,,,,,,,
"USC00118186","2014-11",,"914","0","10","5",,"1","0","23","5","0","0","10",,"3.1","1.20","69",,"1359","911",,,"2.13","3.9","34.6","44.3","25.0",,,,,,,,,,
"USC00118186","2014-12",,"914","0","8","3",,"0","0","21","4","0","0","8",,"0.5","0.80","66",,"2307","947",,,"2.11","0.5","34.4","40.9","28.0",,,,,,,,,,
"USC00118186","2015-01",,"0","0","8","4",,"2","4","29","10","0","0","-4",,"1.6","0.47","52",,"3498","1191",,,"1.22","3.4","26.6","35.5","17.6",,,,,,,,,,
"USC00118186","2015-02",,"0","0","10","3","20","3","7","27","15","0","0","-8","12","11.8","0.74","59",,"4735","1237",,,"1.69","18.4","20.8","31.2","10.4",,,,,,,,,,
"USC00118186","2015-03",,"0","0","11","4",,"1","0","21","3","2","0","1",,"7.2","0.71","79",,"5554","819",,,"2.19","8.1","38.6","49.8","27.3",,,,,,,,,,
"USC00118186","2015-04",,"5","5","9","4",,"0","0","2","0","12","0","28",,"0.0","0.93","80",,"5859","305",,,"2.57","0.0","55.0","67.1","42.9",,,,,,,,,,
"USC00118186","2015-05",,"133","128","16","11",,,"0","0","0","22","0","36",,,"1.23","86",,"5971","112",,,"7.39",,"65.5","75.4","55.6",,,,,,,,,,
"USC00118186","2015-06",,"364","231","16","13",,,"0","0","0","28","2","47",,,"1.95","92",,"5990","19",,,"9.22",,"72.1","80.2","63.9",,,,,,,,,,
"USC00118186","2015-07",,"665","301","12","8",,,"0","0","0","29","3","55",,,"1.98","93",,"12","12",,,"4.10",,"74.3","83.0","65.7",,,,,,,,,,
"USC00118186","2015-08",,"910","245","5","3",,,"0","0","0","31","1","51",,,"1.10","91",,"16","4",,,"1.53",,"72.8","82.6","63.0",,,,,,,,,,
"USC00118186","2015-09",,"1135","225","6","4",,,"0","0","0","28","7","45",,,"1.39","95",,"51","35",,,"3.56",,"71.3","82.5","60.1",,,,,,,,,,
"USC00118186","2015-10",,"1143","8","8","4",,,"0","2","0","12","0","29",,,"0.67","81",,"331","279",,,"1.33",,"56.2","67.4","45.1",,,,,,,,,,
"USC00118186","2015-11",,"1143","0","10","10",,,"0","12","0","3","0","14",,,"1.20","72",,"876","545",,,"4.35",,"46.8","57.1","36.5",,,,,,,,,,
"USC00118186","2015-12",,"1143","0","14","8",,,"0","13","1","0","0","18",,,"2.62","69",,"1620","744",,,"6.70",,"41.0","49.0","33.0",,,,,,,,,,
"USC00118186","2016-01",,"0","0","6","3",,,"2","28","10","0","0","-1",,,"0.36","56",,"2794","1175",,,"1.12",,"27.1","35.5","18.7",,,,,,,,,,
"USC00118186","2016-02",,"0","0","8","4",,,"0","26","7","2","0","5",,,"0.54","75",,"3689","894",,,"1.37",,"34.2","44.3","24.0",,,,,,,,,,
"USC00118186","2016-03",,"0","0","15","8",,,"0","11","0","2","0","14",,,"1.15","76",,"4228","539",,,"3.74",,"47.6","58.4","36.8",,,,,,,,,,
"USC00118186","2016-04",,"13","13","9","9",,,"0","7","0","10","0","25",,,"0.55","83",,"4587","359",,,"2.27",,"53.5","65.0","41.9",,,,,,,,,,
"USC00118186","2016-05",,"89","76","11","7",,,"0","0","0","18","0","40",,,"0.64","87",,"4753","166",,,"3.42",,"62.1","72.1","52.1",,,,,,,,,,
"USC00118186","2016-06",,"408","319","8","3",,,"0","0","0","30","14","51",,,"1.70","93",,"4753","0",,,"2.45",,"75.6","87.0","64.3",,,,,,,,,,
"USC00118186","2016-07",,"748","340","18","12",,,"0","0","0","29","5","56",,,"2.53","93",,"6","6",,,"8.07",,"75.8","84.4","67.1",,,,,,,,,,
"USC00118186","2016-08",,"1080","333","15","10",,,"0","0","0","31","3","55",,,"4.00","92",,"6","0",,,"8.15",,"75.7","83.8","67.6",,,,,,,,,,
"USC00118186","2016-09",,"1287","207","6","5",,,"0","0","0","28","4","53",,,"0.67","92",,"20","15",,,"1.78",,"71.4","81.4","61.4",,,,,,,,,,
"USC00118186","2016-10",,"1340","52","8","5",,,"0","0","0","15","0","36",,,"0.89","87",,"214","194",,,"2.25",,"60.4","70.9","50.0",,,,,,,,,,
"USC00118186","2016-11",,"1352","13","7","6",,,"0","8","0","3","0","22",,,"0.59","81",,"715","500",,,"2.19",,"48.8","59.7","37.8",,,,,,,,,,
"USC00118186","2016-12",,"1352","0","6","2",,,"2","26","9","0","0","-4",,,"0.43","61",,"1810","1095",,,"0.87",,"29.7","37.1","22.3",,,,,,,,,,
"USW00093822","1990-01","12.3","0","0","9","3","1","0","0","25","1","0","0","14","1","0.6","0.63","67",,"3381","865",,,"1.49","0.6","37.1","46.8","27.4","11802","280",,,"270",,"34.9",,,"50.6"
"USW00093822","1990-02","11.6","0","0","11","5","0","0","0","23","2","0","0","10","0","0.3","2.37","64",,"4191","809",,,"4.89","0.6","36.1","44.5","27.7","9690","320",,,"315",,"30.0",,,"49.4"
"USW00093822","1990-03","12.1","14","14","12","6","1","0","0","13","0","4","0","17","1","0.9","1.07","80",,"4810","620",,,"3.41","1.2","45.4","54.9","36.0","12282","160",,,"180",,"34.9",,,"50.6"
"USW00093822","1990-04","11.6","52","38","10","6","0","0","0","9","0","7","0","20","0","0.0","0.42","84",,"5275","465","42","63","1.28","0.0","50.8","61.0","40.6","12641","240",,,"225","3513.9","25.1",,,"40.3"
"USW00093822","1990-05","11.4","68","16","14","10","0","0","0","0","0","14","0","38","0","0.0","3.46","79","4.98","5449","174","48","70","8.84","0.0","59.9","69.2","50.6","12111","220",,,"45","3183.3","36.0",,,"66.7"
"USW00093822","1990-06","10.5","321","253","14","11","0","0","0","0","0","29","5","49","0","0.0","4.02","93","7.63","5460","11","62","81","9.22","0.0","73.1","82.5","63.6","16867","240",,,"225","3277.7","34.9",,,"51.7"
"USW00093822","1990-07","8.7","644","322","7","5","0","0","0","0","0","29","7","57","0","0.0","2.56","97","8.53","7","7","63","82","5.48","0.0","75.2","84.5","65.9","17501","300",,,"360","2545.8","28.0",,,"41.4"
"USW00093822","1990-08","6.9","927","283","8","6","0","0","0","0","0","31","6","50","0","0.0","0.99","95","6.30","9","2","64","82","2.68","0.0","74.0","83.6","64.5","16142","20",,,"180","1806.9","21.0",,,"35.6"
"USW00093822","1990-09","7.8","1103","177","6","4","0","0","0","0","0","23","4","37","0","0.0","1.10","97","5.36","84","75","58","76","1.91","0.0","68.4","79.0","57.7","13556","240",,,"270","1878.4","21.0",,,"34.4"
"USW00093822","1990-10","11.0","1114","10","8","6","0","0","0","6","0","11","0","28","0","0.0","1.26","83","5.35","452","368",,,"5.04","0.0","53.5","65.5","41.4","13726","250",,,"270","2924.2","34.9",,,"46.1"
"USW00093822","1990-11","11.9","1114","0","7","5","0","0","0","11","0","7","0","22","0","0.0","1.48","75",,"971","518",,,"3.48","0.0","47.7","57.6","37.8","10966","180",,,"180",,"31.1",,,"44.7"
"USW00093822","1990-12","11.9","1114","0","13","11","8","5","2","22","8","0","0","-8","5","2.4","1.56","60",,"2058","1087",,,"4.96","9.4","29.9","38.4","21.4","8112","250",,,"225",,"36.0",,,"51.7"
"USW00093822","1991-01","10.7","0","0","11","6","21","2","0","30","19","0","0","1","3","3.2","0.29","42",,"3329","1271",,,"1.30","6.8","24.0","30.3","17.7","8389","180",,,"180",,"25.9",,,"36.7"
"USW00093822","1991-02","11.6","0","0","6","2","2","0","0","23","2","0","0","5","3","0.4","0.36","63",,"4162","833",,,"0.71","0.8","35.3","43.7","26.8","10332","190",,,"315",,"30.0",,,"43.6"
"USW00093822","1991-03","14.5","5","5","11","6","1","1","0","13","0","4","0","21","3","2.6","0.86","81",,"4783","621",,,"2.64","3.1","45.1","54.6","35.6","12840","240",,,"225",,"55.9",,,"71.4"
"USW00093822","1991-04","12.1","24","18","13","7","0","0","0","0","0","12","0","37","0","0.0","1.34","80",,"5033","250",,,"3.58","0.0","57.3","67.5","47.1","13745","240",,,"270",,"34.9",,,"46.1"
"USW00093822","1991-05","10.1","224","200","14","10","0","0","0","0","0","26","2","40","0","0.0","1.27","92",,"5104","71",,,"5.74","0.0","69.2","78.7","59.6","13801","270",,,"270",,"29.1",,,"41.4"
"USW00093822","1991-06","8.1","543","319","4","3","0","0","0","0","0","30","7","54","0","0.0","0.60","95",,"5104","0",,,"1.26","0.0","75.6","86.3","65.0","19457","340",,,"180",,"21.9",,,"35.6"
"USW00093822","1991-07","8.3","862","319","8","4","0","0","0","0","0","31","8","53","0","0.0","2.44","95",,"0","0",,,"3.22","0.0","75.3","86.1","64.5","20389","80",,,"360",,"23.0",,,"38.0"
"USW00093822","1991-08","7.2","1157","296","7","7","0","0","0","0","0","31","6","55","0","0.0","1.06","96",,"0","0",,,"4.03","0.0","74.5","85.1","63.9","16063","340",,,"360",,"21.0",,,"36.7"
"USW00093822","1991-09","8.1","1335","177","10","6","0","0","0","0","0","22","4","34","0","0.0","1.92","91",,"124","124",,,"4.35","0.0","66.8","78.1","55.5","14811","230",,,"90",,"25.1",,,"33.3"
"USW00093822","1991-10","11.6","1352","17","14","9","0","0","0","4","0","13","0","27","0","0.0","3.24","83",,"426","303",,,"6.41","0.0","55.8","66.1","45.4","12159","280",,,"315",,"33.1",,,"50.6"
"USW00093822","1991-11","13.4","1352","0","13","9","4","2","0","17","7","1","0","1","2","1.6","0.99","70",,"1221","795",,,"3.31","3.2","38.5","46.9","30.1","6887","260",,,"225",,"33.1",,,"50.6"
"USW00093822","1991-12","10.7","1352","0","5","4","2","0","0","24","4","0","0","4","1","0.5","0.51","68",,"2161","940",,,"1.38","0.5","34.7","42.2","27.1","9883","190",,,"270",,"28.0",,,"42.5"
"USW00093822","1992-01","10.7","0","0","8","3","7","2","2","24","5","0","0","-7","3","2.1","0.55","51",,"3179","1018",,,"1.03","4.6","32.1","39.5","24.7","7683","260",,,"315",,"31.1",,,"49.4"
"USW00093822","1992-02","10.3","0","0","9","4","0","0","0","17","3","0","0","12","0","0.6","0.58","65",,"3959","780",,,"1.59","0.9","38.1","46.0","30.2","8168","310",,,"315",,"28.0",,,"48.3"
"USW00093822","1992-03","11.6","0","0","16","5","1","0","0","14","2","3","0","17","1","0.8","1.07","76",,"4620","661",,,"2.40","2.2","43.7","53.4","34.0","10690","210",,,"180",,"31.1",,,"42.5"
"USW00093822","1992-04","11.4","3","3","13","8","0","0","0","5","0","12","0","27","0","0.0","0.81","83",,"5008","388",,,"2.83","0.0","52.2","62.8","41.6","9720","200",,,"180",,"34.9",,,"47.2"
"USW00093822","1992-05","9.2","74","70","9","3","0","0","0","0","0","23","0","34","0","0.0","0.16","87",,"5164","157",,,"0.53","0.0","62.2","74.4","50.1","17820","220",,,"315",,"30.0",,,"39.1"
"USW00093822","1992-06","8.5","232","159","6","4","0","0","0","0","0","28","0","44","0","0.0","0.90","89",,"5185","21",,,"2.31","0.0","69.6","81.5","57.7","17023","210",,,"135",,"38.0",,,"49.4"
"USW00093822","1992-07","8.3","520","288","15","10","0","0","0","0","0","31","2","57","0","0.0","1.62","93",,"0","0",,,"6.86","0.0","74.3","83.5","65.1","11821","150",,,"135",,"34.9",,,"59.7"
"USW00093822","1992-08","6.9","713","193","6","2","0","0","0","0","0","31","4","50","0","0.0","0.20","95",,"9","9",,,"0.46","0.0","70.9","82.0","59.8","17185","180",,,"180",,"19.9",,,"30.0"
"USW00093822","1992-09","8.9","860","147","8","5","0","0","0","0","0","26","3","34","0","0.0","0.64","92",,"96","87",,,"1.54","0.0","67.0","79.2","54.8","15343","260",,,"225",,"34.9",,,"49.4"
"USW00093822","1992-10","9.2","886","26","7","5","0","0","0","4","0","16","0","19","0","0.0","0.70","87",,"399","303",,,"1.47","0.0","56.1","68.5","43.6","14433","200",,,"225",,"28.0",,,"43.6"
"USW00093822","1992-11","10.7","886","0","19","11","0","0","0","12","0","0","0","22","0","0.7","0.95","65",,"1078","679",,,"6.15","1.2","42.4","48.1","36.7","2648","230",,,"360",,"28.0",,,"46.1"
"USW00093822","1992-12","10.5","886","0","8","5","2","1","0","25","4","0","0","6","2","1.3","1.37","63",,"2076","999",,,"2.36","2.5","32.8","40.0","25.5","6761","230",,,"225",,"31.1",,,"42.5"
"USW00093822","1993-01","9.8","0","0","11","6","11","2","0","27","13","0","0","8","6","5.1","1.50","59",,"3168","1092",,,"3.98","7.0","29.8","37.1","22.5","8079","190",,,"180",,"28.0",,,"35.6"
"USW00093822","1993-02","8.5","0","0","9","5","15","3","3","24","13","0","0","-15","6","6.6","0.37","63",,"4216","1047",,,"1.48","16.1","27.6","35.9","19.3","9028","280",,,"90",,"21.0",,,"31.1"
"USW00093822","1993-03","8.7","0","0","14","7","4","1","0","14","3","2","0","10","3","1.4","0.78","75",,"5035","819",,,"2.48","2.9","38.6","46.2","30.9","7582","290",,,"270",,"31.1",,,"38.0"
"USW00093822","1993-04","10.1","0","0","14","9","0","0","0","4","0","5","0","26","0","0.4","1.14","75",,"5460","425",,,"4.59","0.4","50.8","60.3","41.4","10550","160",,,"180",,"25.1",,,"39.1"
"USW00093822","1993-05","10.3","67","67","11","6","0","0","0","0","0","24","0","38","0","0.0","0.65","86",,"5549","88",,,"2.06","0.0","64.3","74.7","53.9","14810","230",,,"180",,"25.9",,,"36.7"
"USW00093822","1993-06","9.2","314","247","11","7","0","0","0","0","0","26","2","42","0","0.0","3.47","93",,"5586","37",,,"7.25","0.0","72.0","82.0","62.0","16024","280",,,"360",,"40.9",,,"58.6"
"USW00093822","1993-07","8.5","691","377","16","9","0","0","0","0","0","31","6","60","0","0.0","3.18","93",,"0","0",,,"9.46","0.0","77.2","85.7","68.6","15024","10",,,"180",,"25.9",,,"40.3"
"USW00093822","1993-08","7.2","1033","342","11","6","0","0","0","0","0","31","11","52","0","0.0","0.91","94",,"0","0",,,"3.21","0.0","76.0","85.5","66.6","15599","260",,,"270",,"29.1",,,"41.4"
"USW00093822","1993-09","8.1","1075","42","14","9","0","0","0","0","0","19","0","39","0","0.0","1.39","88",,"121","121",,,"6.06","0.0","62.4","72.0","52.7","9838","160",,,"180",,"25.9",,,"44.7"
"USW00093822","1993-10","9.2","1087","12","6","4","0","0","0","5","0","9","0","26","0","0.2","1.44","82",,"510","389",,,"2.92","0.2","52.8","63.7","42.0","12175","220",,,"225",,"29.1",,,"39.1"
"USW00093822","1993-11","11.9","1087","0","9","7","1","0","0","15","3","1","0","16","1","0.6","0.91","70",,"1246","737",,,"3.04","0.8","40.4","48.1","32.8","6913","170",,,"135",,"29.1",,,"42.5"
"USW00093822","1993-12","11.0","1087","0","11","5","7","0","0","19","8","0","0","2","1","0.6","0.28","58",,"2234","988",,,"1.07","1.7","33.1","39.6","26.6","6437","180",,,"180",,"29.1",,,"39.1"
"USW00093822","1994-01","10.5","0","0","10","4","9","2","9","26","15","0","0","-16","3","2.8","0.38","47",,"3587","1352",,,"1.16","5.8","21.4","28.2","14.5","6060","180",,,"180",,"25.1",,,"35.6"
"USW00093822","1994-02","11.2","0","0","8","4","9","2","1","24","12","0","0","-2","3","2.0","0.39","64",,"4584","997",,,"1.01","4.4","29.4","38.3","20.5","9713","210",,,"225",,"34.9",,,"50.6"
"USW00093822","1994-03","10.3","0","0","5","2","3","0","0","16","0","2","0","18","3","0.9","0.66","80",,"5270","686",,,"1.27","0.9","42.9","53.7","32.1","13721","210",,,"315",,"30.0",,,"41.4"
"USW00093822","1994-04","12.3","25","25","15","10","1","1","0","4","0","12","0","23","1","2.4","2.95","86",,"5628","358",,,"8.17","2.7","53.9","64.8","43.0","14664","220",,,"225",,"34.9",,,"49.4"
"USW00093822","1994-05","7.8","90","65","7","5","0","0","0","0","0","22","0","36","0","0.0","2.07","87",,"5776","148",,,"3.99","0.0","62.3","74.6","50.1","20365","240",,,"225",,"23.9",,,"32.2"
"USW00093822","1994-06","7.4","409","319","10","7","0","0","0","0","0","28","12","50","0","0.0","2.80","98",,"5789","13",,,"6.06","0.0","75.2","85.8","64.6","18064","10",,,"360",,"23.0",,,"32.2"
"USW00093822","1994-07","6.9","732","322","10","4","0","0","0","0","0","31","7","54","0","0.0","0.92","95",,"0","0",,,"1.94","0.0","75.4","85.8","65.0","19203","290",,,"360",,"32.0",,,"46.1"
"USW00093822","1994-08","7.2","980","248","9","6","0","0","0","0","0","31","7","50","0","0.0","0.90","93",,"6","6",,,"3.19","0.0","72.8","83.7","61.9","17645","240",,,"225",,"21.9",,,"33.3"
"USW00093822","1994-09","6.7","1098","118","5","2","0","0","0","0","0","22","2","43","0","0.0","0.61","92",,"72","67",,,"0.93","0.0","66.7","78.6","54.8","15689","250",,,"180",,"23.0",,,"30.0"
"USW00093822","1994-10","8.1","1123","25","5","4","0","0","0","2","0","14","0","27","0","0.0","1.42","88",,"320","248",,,"2.73","0.0","57.8","68.5","47.1","12315","350",,,"360",,"21.0",,,"33.3"
"USW00093822","1994-11","10.7","1124","1","9","6","0","0","0","9","0","1","0","22","0","0.0","0.85","74",,"839","519",,,"3.09","0.0","47.7","57.3","38.2","9928","250",,,"225",,"33.1",,,"44.7"
"USW00093822","1994-12","8.5","1124","0","9","4","0","0","0","19","1","0","0","11","0","0.2","1.05","62",,"1698","859",,,"1.99","0.2","37.3","44.8","29.8","6003","180",,,"180",,"21.9",,,"33.3"
"USW00093822","1995-01","9.8","0","0","10","6","6","1","2","26","15","0","0","-3","3","2.6","1.66","55",,"2895","1197",,,"4.01","3.7","26.4","33.2","19.6","6261","290",,,"135",,"21.0",,,"32.2"
"USW00093822","1995-02","10.1","0","0","6","1","7","2","3","22","8","2","0","-6","2","3.1","0.39","71",,"3868","972",,,"0.51","4.4","30.3","39.8","20.7","11909","300",,,"315",,"25.1",,,"40.3"
"USW00093822","1995-03","9.4","0","0","7","6","0","0","0","10","3","7","0","12","0","0.2","1.69","79",,"4486","618",,,"3.41","0.2","45.1","55.3","34.8","12719","250",,,"180",,"25.9",,,"46.1"
"USW00093822","1995-04","10.3","0","0","14","6","0","0","0","4","0","7","0","23","0","0.0","0.66","80",,"4888","402",,,"2.71","0.0","51.6","62.6","40.6","11021","230",,,"225",,"36.0",,,"54.1"
"USW00093822","1995-05","8.5","31","31","16","10","0","0","0","0","0","20","0","40","0","0.0","1.62","82",,"5036","148",,,"7.54","0.0","61.2","70.8","51.7","10428","240",,,"180",,"25.9",,,"46.1"
"USW00093822","1995-06","6.9","300","268","12","3","0","0","0","0","0","29","7","48","0","0.0","0.47","98",,"5043","7",,,"1.30","0.0","73.7","84.8","62.6","13203","110",,,"360",,"23.9",,,"41.4"
"USW00093822","1995-07","7.6","712","413","8","5","0","0","0","0","0","31","15","53","0","0.0","0.83","102",,"0","0",,,"2.70","0.0","78.3","89.3","67.3","20521","290",,,"315",,"25.1",,,"43.6"
"USW00093822","1995-08","6.0","1182","470","11","5","0","0","0","0","0","31","19","60","0","0.0","1.39","95",,"0","0",,,"3.67","0.0","80.1","90.0","70.3","16869","200",,,"225",,"25.9",,,"32.2"
"USW00093822","1995-09","7.8","1284","101","5","3","0","0","0","1","0","24","0","32","0","0.0","0.27","88",,"112","112",,,"0.65","0.0","64.6","76.8","52.5","14231","170",,,"180",,"23.9",,,"36.7"
"USW00093822","1995-10","9.6","1299","15","10","6","0","0","0","2","0","15","0","30","0","0.0","1.08","86",,"407","295",,,"2.24","0.0","56.0","68.7","43.3","12160","200",,,"180",,"40.0",,,"49.4"
"USW00093822","1995-11","11.0","1299","0","5","4","2","1","0","23","0","0","0","12","1","1.2","0.76","69",,"1234","826",,,"1.38","1.2","37.5","47.3","27.6","11937","240",,,"270",,"33.1",,,"48.3"
"USW00093822","1995-12","10.1","1299","0","7","3","20","3","2","27","15","0","0","-2","3","2.8","0.75","64",,"2380","1146",,,"1.35","5.7","28.0","36.3","19.7","8702",,"290","40",,,,"33.1","41",
"USW00093822","1996-01","12.8","0","0","11","4","11","3","4","29","14","0","0","-14","5","6.2","0.70","60",,"3677","1296",,,"1.49","11.2","23.2","32.0","14.4","7188",,"250","140",,,,"38.9","48",
"USW00093822","1996-02","12.1","0","0","3","2","7","1","4","20","9","2","0","-19","2","1.1","0.59","74",,"4652","975",,,"1.04","1.1","31.4","41.2","21.6",,,"290","270",,,,"36.0","43",
"USW00093822","1996-03","12.5","0","0","9","5","1","1","0","19","4","1","0","2","2","1.3","0.64","70",,"5551","899",,,"1.93","1.6","36.0","46.5","25.5",,,"250","250",,,,"46.1","53",
"USW00093822","1996-04","12.8","0","0","12","8","0","0","0","9","0","8","0","22","0","0.0","1.05","81",,"6021","470",,,"3.29","0.0","49.3","61.0","37.6",,,"120","110",,,,"40.0","46",
"USW00093822","1996-05","11.0","96","96","17","12","0","0","0","0","0","17","4","40","0","0.0","3.54","94",,"6170","148",,,"10.73","0.0","63.3","72.8","53.8",,,"260","320",,,,"38.9","46",
"USW00093822","1996-06","7.4","341","245","9","6","0","0","0","0","0","26","12","50","0","0.0","0.58","94",,"6190","20",,,"1.95","0.0","72.5","82.4","62.6",,,"160","160",,,,"42.9","47",
"USW00093822","1996-07","7.2","563","221","10","6","0","0","0","0","0","31","5","49","0","0.0","1.51","93",,"1","1",,,"3.32","0.0","72.1","83.1","61.1",,,"300","280",,,,"33.1","44",
"USW00093822","1996-08","6.0","828","266","3","2","0","0","0","0","0","31","5","53","0","0.0","1.33","93",,"1","0",,,"1.81","0.0","73.6","84.4","62.8",,,"300","280",,,,"21.0","26",
"USW00093822","1996-09","6.7","906","78","7","2","0","0","0","0","0","24","0","37","0","0.0","0.60","88",,"103","102",,,"1.12","0.0","64.2","76.8","51.6",,,"270","140",,,,"25.1","32",
"USW00093822","1996-10","10.3","925","19","5","4","0","0","0","4","0","13","0","27","0","0.0","0.65","84",,"415","312",,,"1.59","0.0","55.5","67.6","43.4",,,"260","250",,,,"38.0","53",
"USW00093822","1996-11","10.3","925","0","12","5","0","0","0","24","5","0","0","13","0","0.2","1.09","67",,"1306","891",,,"2.96","0.2","35.3","42.3","28.2",,,"20","150",,,,"34.0","43",
"USW00093822","1996-12","10.7","925","0","7","2","1","1","0","25","7","0","0","3","1","1.6","0.41","61",,"2345","1039",,,"0.73","2.4","31.5","39.5","23.5",,,"250","240",,,,"31.1","43",
"USW00093822","1997-01","11.2","0","0","9","6","20","5","11","27","20","0","0","-13","9","5.4","0.36","68",,"3729","1384",,,"1.58","19.3","20.4","29.7","11.0",,,"300","300",,,,"34.0","43",
"USW00093822","1997-02","10.3","0","0","5","5","0","0","0","24","5","0","0","15","0","0.0","1.52","65",,"4588","859",,,"2.65","0.0","34.3","41.2","27.5",,,"180","170",,,,"29.1","39",
"USW00093822","1997-03","11.6","0","0","10","7","0","0","0","15","1","3","0","15","0","0.0","0.72","82",,"5259","671",,,"2.50","0.0","43.4","54.2","32.5",,,"290","290",,,,"33.1","40",
"USW00093822","1997-04","10.5","0","0","9","5","0","0","0","9","0","5","0","19","0","0.0","0.55","78",,"5764","505",,,"1.48","0.0","48.2","60.1","36.3",,,"250","250",,,,"51.0","60",
"USW00093822","1997-05","11.0","26","26","14","10","0","0","0","0","0","16","0","33","0","0.0","0.73","89",,"5983","220",,,"3.10","0.0","58.8","70.2","47.3",,,"140","150",,,,"36.9","48",
"USW00093822","1997-06","7.8","225","198","10","5","0","0","0","0","0","26","4","51","0","0.0","0.46","93",,"6005","21",,,"1.54","0.0","70.9","81.0","60.8",,,"30","20",,,,"30.0","36",
"USW00093822","1997-07","7.2","556","331","2","1","0","0","0","0","0","30","14","51","0","0.0","0.87","96",,"3","3",,,"0.89","0.0","75.6","86.9","64.3",,,"360","350",,,,"32.0","39",
"USW00093822","1997-08","6.5","772","216","12","8","0","0","0","0","0","30","3","49","0","0.0","1.66","93",,"9","6",,,"4.65","0.0","71.8","81.4","62.1",,,"230","240",,,,"36.0","51",
