"STATION","DATE","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","EVAP","HDSD","HN01","HTDD","HX01","LN01","LX01","MN01","MN02","MX01","MX02","PRCP","SNOW","TAVG","TMAX","TMIN","WDMV"
"USC00117833","1998-12",,,"3","2","1","0",,,,,,,"1","0.5","1.10",,,,,,,,,,,,,"1.28","0.5",,,,
"USC00117833","1999-01",,,"12","7","29","7",,,,,,,"17","7.0","1.28",,,,,,,,,,,,,"3.53","20.2",,,,
"USC00117833","1999-02",,,"6","3","1","0",,,,,,,"2","0.8","0.61",,,,,,,,,,,,,"1.26","1.0",,,,
"USC00117833","1999-03",,,"2","2","10","2",,,,,,,"8","8.0","0.62",,,,,,,,,,,,,"1.17","13.0",,,,
"USC00117833","1999-04",,,"9","8","0","0",,,,,,,"0","0.0","1.63",,,,,,,,,,,,,"5.91","0.0",,,,
"USC00117833","1999-05",,,"8","7","0","0",,,,,,,"0","0.0","1.09",,,,,,,,,,,,,"3.65","0.0",,,,
"USC00117833","1999-06",,,"7","6","0","0",,,,,,,"0","0.0","1.53",,,,,,,,,,,,,"3.69","0.0",,,,
"USC00117833","1999-07",,,"5","3","0","0",,,,,,,"0","0.0","1.11",,,,,,,,,,,,,"1.99","0.0",,,,
"USC00117833","1999-08",,,"8","7","0","0",,,,,,,"0","0.0","1.26",,,,,,,,,,,,,"3.13","0.0",,,,
"USC00117833","1999-09",,,"5","5","0","0",,,,,,,"0","0.0","2.90",,,,,,,,,,,,,"5.60","0.0",,,,
"USC00117833","1999-10",,,"3","1","0","0",,,,,,,"0","0.0","0.66",,,,,,,,,,,,,"0.81","0.0",,,,
"USC00117833","1999-11",,,"3","2","0","0",,,,,,,"0","0.0","0.18",,,,,,,,,,,,,"0.32","0.0",,,,
"USC00117833","1999-12",,,"10","5","8","2",,,,,,,"2","2.0","1.31",,,,,,,,,,,,,"2.31","4.3",,,,
"USC00117833","2000-01",,,"8","6","10","4",,,,,,,"10","5.0","0.37",,,,,,,,,,,,,"1.35","12.4",,,,
"USC00117833","2000-02",,,"4","3","21","1",,,,,,,"10","1.5","0.70",,,,,,,,,,,,,"1.21","1.5",,,,
"USC00117833","2000-03",,,"3","3","0","0",,,,,,,"0","0.0","0.44",,,,,,,,,,,,,"0.69","0.0",,,,
"USC00117833","2000-04",,,"7","7","0","0",,,,,,,"0","0.5","1.28",,,,,,,,,,,,,"3.82","0.5",,,,
"USC00117833","2000-05",,,"10","10","0","0",,,,,,,"0","0.0","0.83",,,,,,,,,,,,,"3.93","0.0",,,,
"USC00117833","2000-06",,,"15","12","0","0",,,,,,,"0","0.0","1.88",,,,,,,,,,,,,"7.25","0.0",,,,
"USC00117833","2000-07",,,"6","4","0","0",,,,,,,"0","0.0","3.41",,,,,,,,,,,,,"5.00","0.0",,,,
"USC00117833","2000-08",,,"8","5","0","0",,,,,,,"0","0.0","1.60",,,,,,,,,,,,,"4.54","0.0",,,,
"USC00117833","2000-09",,,"7","5","0","0",,,,,,,"0","0.0","2.41",,,,,,,,,,,,,"4.58","0.0",,,,
"USC00117833","2000-10",,,"2","1","0","0",,,,,,,"0","0.0","0.91",,,,,,,,,,,,,"0.99","0.0",,,,
"USC00117833","2000-11",,,"9","7","0","0",,,,,,,"0","0.5","1.00",,,,,,,,,,,,,"2.89","0.5",,,,
"USC00117833","2000-12",,,"12","8","25","7",,,,,,,"18","5.0","0.24",,,,,,,,,,,,,"1.46","25.0",,,,
"USC00117833","2001-01",,,"8","5",,"2",,,,,,,,"1.8","1.29",,,,,,,,,,,,,"2.02","3.8",,,,
"USC00117833","2001-02",,,"9","5",,"0",,,,,,,,"0.5","0.95",,,,,,,,,,,,,"2.62","1.3",,,,
"USC00117833","2001-03",,,"6","5","2","2",,,,,,,"2","1.5","0.39",,,,,,,,,,,,,"1.23","2.6",,,,
"USC00117833","2001-04",,,"15","7","0","0",,,,,,,"0","0.0","0.67",,,,,,,,,,,,,"2.50","0.0",,,,
"USC00117833","2001-05",,,"17","9","0","0",,,,,,,"0","0.0","0.78",,,,,,,,,,,,,"3.45","0.0",,,,
"USC00117833","2001-06",,,"10","8","0","0",,,,,,,"0","0.0","0.92",,,,,,,,,,,,,"3.35","0.0",,,,
"USC00117833","2001-07",,,"6","4","0","0",,,,,,,"0","0.0","1.03",,,,,,,,,,,,,"2.11","0.0",,,,
"USC00117833","2001-08",,,"9","6","0","0",,,,,,,"0","0.0","0.98",,,,,,,,,,,,,"2.79","0.0",,,,
"USC00117833","2001-09",,,"10","8","0","0",,,,,,,"0","0.0","1.91",,,,,,,,,,,,,"4.65","0.0",,,,
"USC00117833","2001-10",,,"11","6","0","0",,,,,,,"0","0.0","1.78",,,,,,,,,,,,,"6.10","0.0",,,,
"USC00117833","2001-11",,,"6","5","0","0",,,,,,,"0","0.0","0.80",,,,,,,,,,,,,"1.65","0.0",,,,
"USC00117833","2001-12",,,"10","3","4","0",,,,,,,"1","0.5","0.69",,,,,,,,,,,,,"1.54","0.7",,,,
"USC00117833","2002-01",,,"5","2","8","3",,,,,,,"8","8.0","0.79",,,,,,,,,,,,,"1.09","12.0",,,,
"USC00117833","2002-02",,,"6","3","16","0",,,,,,,"6","0.8","0.61",,,,,,,,,,,,,"1.40","1.3",,,,
"USC00117833","2002-03",,,"9","5","5","2",,,,,,,"8","4.5","0.35",,,,,,,,,,,,,"1.43","8.7",,,,
"USC00117833","2002-04",,,"12","9","0","0",,,,,,,"0","0.5","0.86",,,,,,,,,,,,,"4.71","0.5",,,,
"USC00117833","2002-05",,,"8","7","0","0",,,,,,,"0","0.0","2.56",,,,,,,,,,,,,"4.69","0.0",,,,
"USC00117833","2002-06",,,"9","6","0","0",,,,,,,"0","0.0","2.42",,,,,,,,,,,,,"5.44","0.0",,,,
"USC00117833","2002-07",,,"7","4","0","0",,,,,,,"0","0.0","1.64",,,,,,,,,,,,,"2.69","0.0",,,,
"USC00117833","2002-08",,,"7","5","0","0",,,,,,,"0","0.0","1.80",,,,,,,,,,,,,"5.29","0.0",,,,
"USC00117833","2002-09",,,"5","4","0","0",,,,,,,"0","0.0","0.50",,,,,,,,,,,,,"1.65","0.0",,,,
"USC00117833","2002-10",,,"9","5","0","0",,,,,,,"0","0.0","1.05",,,,,,,,,,,,,"2.42","0.0",,,,
"USC00117833","2002-11",,,"9","2","4","1",,,,,,,"1","1.5","0.16",,,,,,,,,,,,,"0.62","1.8",,,,
"USC00117833","2002-12",,,"4","2","5","2",,,,,,,"2","2.3","0.36",,,,,,,,,,,,,"0.60","3.3",,,,
"USC00117833","2003-01",,,"5","2","12","3",,,,,,,"5","4.5","0.22",,,,,,,,,,,,,"0.46","8.0",,,,
"USC00117833","2003-02",,,"4","1","10","1",,,,,,,"3","2.5","0.11",,,,,,,,,,,,,"0.22","3.7",,,,
"USC00117833","2003-03",,,"9","3","6","1",,,,,,,"4","3.5","0.26",,,,,,,,,,,,,"0.94","4.0",,,,
"USC00117833","2003-04",,,"6","4","0","0",,,,,,,"0","0.0","0.86",,,,,,,,,,,,,"2.28","0.0",,,,
"USC00117833","2003-05",,,"14","10","0","0",,,,,,,"0","0.0","1.68",,,,,,,,,,,,,"8.31","0.0",,,,
"USC00117833","2003-06",,,"9","6","0","0",,,,,,,"0","0.0","0.64",,,,,,,,,,,,,"2.03","0.0",,,,
"USC00117833","2003-07",,,"10","9","0","0",,,,,,,"0","0.0","0.96",,,,,,,,,,,,,"4.77","0.0",,,,
"USC00117833","2003-08",,,"3","1","0","0",,,,,,,"0","0.0","0.80",,,,,,,,,,,,,"0.87","0.0",,,,
"USC00117833","2003-09",,,"7","5","0","0",,,,,,,"0","0.0","0.51",,,,,,,,,,,,,"1.93","0.0",,,,
"USC00117833","2003-10",,,"7","5","0","0",,,,,,,"0","0.0","0.93",,,,,,,,,,,,,"1.77","0.0",,,,
"USC00117833","2003-11",,,"13","6","0","0",,,,,,,"0","0.2","1.48",,,,,,,,,,,,,"5.10","0.2",,,,
"USC00117833","2003-12",,,"4","3","3","2",,,,,,,"2","2.2","2.36",,,,,,,,,,,,,"3.04","3.2",,,,
"USC00117833","2004-01",,,"3","3","12","2",,,,,,,"5","4.5","0.19",,,,,,,,,,,,,"0.46","8.1",,,,
"USC00117833","2004-02",,,"5","3","21","2",,,,,,,"7","4.0","0.35",,,,,,,,,,,,,"0.91","5.8",,,,
"USC00117833","2004-03",,,"14","9","1","2",,,,,,,"1","1.0","1.27",,,,,,,,,,,,,"4.76","2.0",,,,
"USC00117833","2004-04",,,"4","3","0","0",,,,,,,"0","0.0","1.17",,,,,,,,,,,,,"2.07","0.0",,,,
"USC00117833","2004-05",,,"16","13","0","0",,,,,,,"0","0.0","2.68",,,,,,,,,,,,,"8.35","0.0",,,,
"USC00117833","2004-06",,,"9","8","0","0",,,,,,,"0","0.0","1.00",,,,,,,,,,,,,"3.78","0.0",,,,
"USC00117833","2004-07",,,"8","3","0","0",,,,,,,"0","0.0","0.66",,,,,,,,,,,,,"1.68","0.0",,,,
"USC00117833","2004-08",,,"10","10","0","0",,,,,,,"0","0.0","1.24",,,,,,,,,,,,,"4.73","0.0",,,,
"USC00117833","2004-09",,,"3","2","0","0",,,,,,,"0","0.0","0.54",,,,,,,,,,,,,"0.76","0.0",,,,
"USC00117833","2004-10",,,"11","6","0","0",,,,,,,"0","0.0","1.33",,,,,,,,,,,,,"3.40","0.0",,,,
"USC00117833","2004-11",,,"12","9","1","1",,,,,,,"1","1.2","0.56",,,,,,,,,,,,,"2.79","1.5",,,,
"USC00117833","2004-12",,,"7","3","3","1",,,,,,,"2","2.0","0.41",,,,,,,,,,,,,"0.98","2.4",,,,
"USC00117833","2005-01",,,"11","7","24","2",,,,,,,"7","6.5","0.74",,,,,,,,,,,,,"2.48","11.2",,,,
"USC00117833","2005-02",,,"11","4","6","2",,,,,,,"1","1.0","0.79",,,,,,,,,,,,,"1.94","2.4",,,,
"USC00117833","2005-03",,,"7","1","3","0",,,,,,,"1","0.5","0.38",,,,,,,,,,,,,"0.69","0.7",,,,
"USC00117833","2005-04",,,"9","5","0","0",,,,,,,"0","0.0","0.28",,,,,,,,,,,,,"1.27","0.0",,,,
"USC00117833","2005-05",,,"7","5","0","0",,,,,,,"0","0.0","0.88",,,,,,,,,,,,,"1.83","0.0",,,,
"USC00117833","2005-06",,,"5","1","0","0",,,,,,,"0","0.0","0.13",,,,,,,,,,,,,"0.26","0.0",,,,
"USC00117833","2005-07",,,"10","6","0","0",,,,,,,"0","0.0","0.75",,,,,,,,,,,,,"2.26","0.0",,,,
"USC00117833","2005-08",,,"6","4","0","0",,,,,,,"0","0.0","0.98",,,,,,,,,,,,,"2.97","0.0",,,,
"USC00117833","2005-09",,,"9","6","0","0",,,,,,,"0","0.0","0.38",,,,,,,,,,,,,"1.83","0.0",,,,
"USC00117833","2005-10",,,"4","2","0","0",,,,,,,"0","0.0","0.18",,,,,,,,,,,,,"0.37","0.0",,,,
"USC00117833","2005-11",,,"7","6","0","0",,,,,,,"0","0.0","0.78",,,,,,,,,,,,,"2.37","0.0",,,,
"USC00117833","2005-12",,,"12","5","9","2",,,,,,,"6","1.0","0.33",,,,,,,,,,,,,"1.49","3.9",,,,
"USC00117833","2006-01",,,"9","8","7","1",,,,,,,"11","11.5","3.05",,,,,,,,,,,,,"4.78","11.6",,,,
"USC00117833","2006-02",,,"3","2","0","0",,,,,,,"0","0.0","0.92",,,,,,,,,,,,,"1.20","0.0",,,,
"USC00117833","2006-03",,,"11","10","2","2",,,,,,,"6","5.5","0.44",,,,,,,,,,,,,"2.71","6.7",,,,
"USC00117833","2006-04",,,"6","5","0","0",,,,,,,"0","0.0","1.07",,,,,,,,,,,,,"3.56","0.0",,,,
"USC00117833","2006-05",,,"15","10","0","0",,,,,,,"0","0.0","1.00",,,,,,,,,,,,,"3.60","0.0",,,,
"USC00117833","2006-06",,,"12","5","0","0",,,,,,,"0","0.0","1.38",,,,,,,,,,,,,"3.74","0.0",,,,
"USC00117833","2006-07",,,"11","9","0","0",,,,,,,"0","0.0","1.10",,,,,,,,,,,,,"3.60","0.0",,,,
"USC00117833","2006-08",,,"8","5","0","0",,,,,,,"0","0.0","0.78",,,,,,,,,,,,,"3.10","0.0",,,,
"USC00117833","2006-09",,,"12","7","0","0",,,,,,,"0","0.0","0.99",,,,,,,,,,,,,"3.53","0.0",,,,
"USC00117833","2006-10",,,"9","5","0","0",,,,,,,"0","0.3","1.67",,,,,,,,,,,,,"4.33","0.3",,,,
"USC00117833","2006-11",,,"7","4","0","0",,,,,,,"0","0.0","1.35",,,,,,,,,,,,,"2.65","0.0",,,,
"USC00117833","2006-12",,,"7","6",,"1",,,,,,,,"5.0","1.00",,,,,,,,,,,,,"2.71","5.0",,,,
"USC00117833","2007-01",,,"11","5","11","2",,,,,,,"4","2.0","0.49",,,,,,,,,,,,,"1.59","6.9",,,,
"USC00117833","2007-02",,,"7","5","28","7",,,,,,,"12","4.0","0.83",,,,,,,,,,,,,"1.58","13.6",,,,
"USC00117833","2007-03",,,"14","9","9","1",,,,,,,"2","1.0","0.79",,,,,,,,,,,,,"3.45","1.0",,,,
"USC00117833","2007-04",,,"10","8","0","0",,,,,,,"0","0.5","1.35",,,,,,,,,,,,,"3.58","0.9",,,,
"USC00117833","2007-05",,,"9","7","0","0",,,,,,,"0","0.0","0.97",,,,,,,,,,,,,"2.16","0.0",,,,
"USC00117833","2007-06",,,"11","8","0","0",,,,,,,"0","0.0","1.33",,,,,,,,,,,,,"3.78","0.0",,,,
"USC00117833","2007-07",,,"9","9","0","0",,,,,,,"0","0.0","1.51",,,,,,,,,,,,,"6.09","0.0",,,,
"USC00117833","2007-08",,,"14","12","0","0",,,,,,,"0","0.0","2.00",,,,,,,,,,,,,"8.30","0.0",,,,
"USC00117833","2007-09",,,"3","2","0","0",,,,,,,"0","0.0","0.22",,,,,,,,,,,,,"0.43","0.0",,,,
"USC00117833","2007-10",,,"10","6","0","0",,,,,,,"0","0.0","1.02",,,,,,,,,,,,,"2.33","0.0",,,,
"USC00117833","2007-11",,,"4","2","0","0",,,,,,,"0","0.0","0.64",,,,,,,,,,,,,"1.12","0.0",,,,
"USC00117833","2007-12",,,"17","10","21","1",,,,,,,"6","3.5","0.50",,,,,,,,,,,,,"3.16","4.4",,,,
"USC00117833","2008-01",,,"11","5","14","4",,,,,,,"7","3.0","0.57",,,,,,,,,,,,,"1.67","6.6",,,,
"USC00117833","2008-02",,,"13","9","25","6",,,,,,,"12","8.0","1.00",,,,,,,,,,,,,"3.67","23.7",,,,
"USC00117833","2008-03",,,"6","4","13","1",,,,,,,"5","1.0","0.33",,,,,,,,,,,,,"0.98","1.2",,,,
"USC00117833","2008-04",,,"14","8","0","0",,,,,,,"0","0.0","0.95",,,,,,,,,,,,,"3.58","0.0",,,,
"USC00117833","2008-05",,,"15","8","0","0",,,,,,,"0","0.0","1.95",,,,,,,,,,,,,"5.77","0.0",,,,
"USC00117833","2008-06",,,"11","9","0","0",,,,,,,"0","0.0","1.09",,,,,,,,,,,,,"4.07","0.0",,,,
"USC00117833","2008-07",,,"9","7","0","0",,,,,,,"0","0.0","2.69",,,,,,,,,,,,,"7.04","0.0",,,,
"USC00117833","2008-08",,,"6","4","0","0",,,,,,,"0","0.0","1.20",,,,,,,,,,,,,"2.65","0.0",,,,
"USC00117833","2008-09",,,"9","7","0","0",,,,,,,"0","0.0","5.65",,,,,,,,,,,,,"12.49","0.0",,,,
"USC00117833","2008-10",,,"8","4","0","0",,,,,,,"0","0.0","1.03",,,,,,,,,,,,,"2.47","0.0",,,,
"USC00117833","2008-11",,,"7","4","1","0",,,,,,,"1","0.5","0.36",,,,,,,,,,,,,"1.13","0.5",,,,
"USC00117833","2008-12",,,"16","11","22","6",,,,,,,"11","5.0","0.97",,,,,,,,,,,,,"5.62","20.5",,,,
"USC00117833","2009-01",,,"9","4","23","6",,,,,,,"14","5.0","0.19",,,,,,,,,,,,,"0.86","15.7",,,,
"USC00117833","2009-02",,,"9","6","15","3",,,,,,,"8","3.0","1.62",,,,,,,,,,,,,"2.81","5.0",,,,
"USC00117833","2009-03",,,"8","6","2","1",,,,,,,"4","4.0","1.76",,,,,,,,,,,,,"5.67","4.0",,,,
"USC00117833","2009-04",,,"16","14","1","1",,,,,,,"2","2.0","1.09",,,,,,,,,,,,,"5.53","2.0",,,,
"USC00117833","2009-05",,,"10","7","0","0",,,,,,,"0","0.0","1.46",,,,,,,,,,,,,"4.61","0.0",,,,
"USC00117833","2009-06",,,"16","11","0","0",,,,,,,"0","0.0","0.97",,,,,,,,,,,,,"3.69","0.0",,,,
"USC00117833","2009-07",,,"12","8","0","0",,,,,,,"0","0.0","0.85",,,,,,,,,,,,,"3.50","0.0",,,,
"USC00117833","2009-08",,,"11","6","0","0",,,,,,,"0","0.0","1.83",,,,,,,,,,,,,"8.10","0.0",,,,
"USC00117833","2009-09",,,"6","3","0","0",,,,,,,"0","0.0","0.49",,,,,,,,,,,,,"1.16","0.0",,,,
"USC00117833","2009-10",,,"16","9","0","0",,,,,,,"0","0.0","1.80",,,,,,,,,,,,,"6.55","0.0",,,,
"USC00117833","2009-11",,,"5","3","0","0",,,,,,,"0","0.0","0.77",,,,,,,,,,,,,"1.35","0.0",,,,
"USC00117833","2009-12",,,"13","8","23","8",,,,,,,"9","4.0","2.52",,,,,,,,,,,,,"4.94","15.4",,,,
"USC00117833","2010-01",,,"8","3","30","3",,,,,,,"11","3.0","0.51",,,,,,,,,,,,,"1.15","6.3",,,,
"USC00117833","2010-02",,,"10","2","24","6",,,,,,,"8","4.0","0.26",,,,,,,,,,,,,"0.83","13.0",,,,
"USC00117833","2010-03",,,"8","6","8","1",,,,,,,"4","2.0","0.32",,,,,,,,,,,,,"1.35","2.0",,,,
"USC00117833","2010-04",,,"6","3","0","0",,,,,,,"0","0.0","0.53",,,,,,,,,,,,,"2.65","0.0",,,,
"USC00117833","2010-05",,,"12","8","0","0",,,,,,,"0","0.0","2.60",,,,,,,,,,,,,"6.13","0.0",,,,
"USC00117833","2010-06",,,"20","13","0","0",,,,,,,"0","0.0","1.59",,,,,,,,,,,,,"9.43","0.0",,,,
"USC00117833","2010-07",,,"9","8","0","0",,,,,,,"0","0.0","2.50",,,,,,,,,,,,,"5.29","0.0",,,,
"USC00117833","2010-08",,,"12","9","0","0",,,,,,,"0","0.0","1.12",,,,,,,,,,,,,"3.29","0.0",,,,
"USC00117833","2010-09",,,"9","9","0","0",,,,,,,"0","0.0","0.89",,,,,,,,,,,,,"2.26","0.0",,,,
"USC00117833","2010-10",,,"5","2","0","0",,,,,,,"0","0.0","0.60",,,,,,,,,,,,,"1.08","0.0",,,,
"USC00117833","2010-11",,,,,"0","0",,,,,,,"0","0.0",,,,,,,,,,,,,,"1.71","0.0",,,,
"USC00117833","2010-12",,,"9","5","25","5",,,,,,,"14","7.0","0.70",,,,,,,,,,,,,"1.91","20.2",,,,
"USC00117833","2011-01",,,"6","3","20","3",,,,,,,"4","3.0","0.46",,,,,,,,,,,,,"0.78","7.7",,,,
"USC00117833","2011-02",,,"8","5",,,,,,,,,,,"0.75",,,,,,,,,,,,,"1.62",,,,,
"USC00117833","2011-03",,,"9","6","0","0",,,,,,,"0","0.0","1.16",,,,,,,,,,,,,"3.10","0.0",,,,
"USC00117833","2011-04",,,"12","9",,,,,,,,,,,"1.20",,,,,,,,,,,,,"4.86",,,,,
"USC00117833","2011-05",,,"12","7",,,,,,,,,,,"2.30",,,,,,,,,,,,,"7.46",,,,,
"USC00117833","2011-07",,,"6","3",,,,,,,,,,,"1.01",,,,,,,,,,,,,"4.15",,,,,
"USC00117833","2011-08",,,"4","4",,,,,,,,,,,"1.46",,,,,,,,,,,,,"4.22",,,,,
"USC00117833","2011-09",,,"9","6",,,,,,,,,,,"1.62",,,,,,,,,,,,,"3.76",,,,,
"USC00117833","2011-10",,,"7","6",,,,,,,,,,,"0.41",,,,,,,,,,,,,"1.31",,,,,
"USC00117833","2011-11",,,"8","4",,,,,,,,,,,"1.48",,,,,,,,,,,,,"4.08",,,,,
"USC00117833","2012-01",,,,,"18","3",,,,,,,"6","6.0",,,,,,,,,,,,,,,"10.8",,,,
"USC00117833","2012-02",,,"6","4","5","2",,,,,,,"4","4.0","0.44",,,,,,,,,,,,,"1.60","6.1",,,,
"USC00117833","2012-03",,,,,"1","1",,,,,,,"1","1.0",,,,,,,,,,,,,,,"1.0",,,,
"USC00117833","2012-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.68",,,,,
"USC00117833","2012-05",,,"8","5",,,,,,,,,,,"1.36",,,,,,,,,,,,,"2.46",,,,,
"USC00117833","2012-06",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.42",,,,,
"USC00117833","2012-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.87",,,,,
"USC00117833","2012-08",,,"7","4",,,,,,,,,,,"1.68",,,,,,,,,,,,,"3.50",,,,,
"USC00117833","2012-09",,,"8","6",,,,,,,,,,,"0.45",,,,,,,,,,,,,"1.63",,,,,
"USC00117833","2012-10",,,,,"0","0",,,,,,,"0","0.0",,,,,,,,,,,,,,"3.46","0.0",,,,
"USC00117833","2012-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.74",,,,,
"USC00117833","2012-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.50",,,,,
"USC00117833","2013-01",,,"7","5","3","0",,,,,,,"1","0.9","1.46",,,,,,,,,,,,,"3.98","2.1",,,,
"USC00117833","2013-02",,,"12","7","14","4",,,,,,,"5","4.0","0.69",,,,,,,,,,,,,"2.48","12.5",,,,
"USC00117833","2013-03",,,"10","5",,,,,,,,,,,"0.65",,,,,,,,,,,,,"2.47",,,,,
"USC00117833","2013-04",,,"14","9",,,,,,,,,,,"4.31",,,,,,,,,,,,,"7.81",,,,,
"USC00117833","2013-05",,,"13","9",,,,,,,,,,,"1.12",,,,,,,,,,,,,"4.58",,,,,
"USC00117833","2013-06",,,"15","12",,,,,,,,,,,"2.74",,,,,,,,,,,,,"9.39",,,,,
"USC00117833","2013-07",,,"10","5",,,,,,,,,,,"0.38",,,,,,,,,,,,,"1.33",,,,,
"USC00117833","2013-08",,,"7","5",,,,,,,,,,,"1.75",,,,,,,,,,,,,"3.80",,,,,
"USC00117833","2013-09",,,"9","6",,,,,,,,,,,"0.63",,,,,,,,,,,,,"2.09",,,,,
"USC00117833","2013-10",,,"11","7",,,,,,,,,,,"1.24",,,,,,,,,,,,,"2.95",,,,,
"USC00117833","2013-11",,,"9","5",,,,,,,,,,,"0.95",,,,,,,,,,,,,"2.46",,,,,
"USC00117833","2013-12",,,"12","5",,"6",,,,,,,,"2.3","0.34",,,,,,,,,,,,,"1.41","9.8",,,,
"USC00117833","2014-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.67",,,,,
"USC00117833","2014-02",,,"6","3","26","6",,,,,,,"26","4.0","0.76",,,,,,,,,,,,,"1.87","17.0",,,,
"USC00117833","2014-03",,,"8","3","17","3",,,,,,,"12","3.3","0.35",,,,,,,,,,,,,"1.09","8.3",,,,
"USC00117833","2014-04",,,,,"1","1",,,,,,,"2","1.7",,,,,,,,,,,,,,,"1.7",,,,
"USC00117833","2014-05",,,"11","5",,,,,,,,,,,"0.58",,,,,,,,,,,,,"2.35",,,,,
"USC00117833","2014-06",,,"12","9",,,,,,,,,,,"1.51",,,,,,,,,,,,,"5.77",,,,,
"USC00117833","2014-07",,,"11","7",,,,,,,,,,,"1.85",,,,,,,,,,,,,"4.31",,,,,
"USC00117833","2014-08",,,"14","9",,,,,,,,,,,"2.35",,,,,,,,,,,,,"5.26",,,,,
"USC00117833","2014-09",,,"12","6",,,,,,,,,,,"1.33",,,,,,,,,,,,,"3.55",,,,,
"USC00117833","2014-10",,,,,"0","0",,,,,,,"0","0.0",,,,,,,,,,,,,,"3.24","0.0",,,,
"USC00117833","2014-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.40",,,,,
"USC00117833","2014-12",,,"7","2","0","0",,,,,,,"0","0.0","0.39",,,,,,,,,,,,,"0.73","0.0",,,,
"USC00117833","2015-01",,,"8","3","28","3",,,,,,,"6","3.0","0.65",,,,,,,,,,,,,"1.22","8.3",,,,
"USC00117833","2015-02",,,"5","3","28","3",,,,,,,"13","10.0","0.70",,,,,,,,,,,,,"1.48","16.2",,,,
"USC00117833","2015-03",,,"5","2","14","1",,,,,,,"11","1.5","0.14",,,,,,,,,,,,,"0.39","2.6",,,,
"USC00117833","2015-04",,,"8","7","0","0",,,,,,,"0","0.0","0.82",,,,,,,,,,,,,"3.72","0.0",,,,
"USC00117833","2015-07",,,"8","5",,,,,,,,,,,"1.07",,,,,,,,,,,,,"3.11",,,,,
"USC00117833","2015-08",,,"9","6",,,,,,,,,,,"0.72",,,,,,,,,,,,,"2.52",,,,,
"USC00117833","2015-09",,,"8","5",,,,,,,,,,,"1.92",,,,,,,,,,,,,"4.48",,,,,
"USC00117833","2015-10",,,"9","5","0","0",,,,,,,"0","0.0","0.91",,,,,,,,,,,,,"2.30","0.0",,,,
"USC00117833","2015-12",,,"12","10","2","0",,,,,,,"1","0.5","1.92",,,,,,,,,,,,,"6.32","0.5",,,,
"USC00117833","2016-01",,,"5","4",,"1",,,,,,,,"2.0","0.30",,,,,,,,,,,,,"0.75","3.0",,,,
"USC00117833","2016-02",,,"2","1","2","0",,,,,,,"3","0.3","0.58",,,,,,,,,,,,,"0.60","0.3",,,,
"USC00117833","2016-03",,,"11","8","1","0",,,,,,,"1","0.1","0.67",,,,,,,,,,,,,"3.21","0.1",,,,
"USC00117833","2016-04",,,"15","7","0","0",,,,,,,"0","0.0","0.69",,,,,,,,,,,,,"2.52","0.0",,,,
"USC00117833","2016-05",,,"13","10",,,,,,,,,,,"2.30",,,,,,,,,,,,,"6.46",,,,,
"USC00117833","2016-06",,,"9","9",,,,,,,,,,,"1.70",,,,,,,,,,,,,"5.79",,,,,
"USC00117833","2016-07",,,"10","7",,,,,,,,,,,"1.38",,,,,,,,,,,,,"4.74",,,,,
"USC00117833","2016-08",,,"13","11",,,,,,,,,,,"1.14",,,,,,,,,,,,,"5.05",,,,,
"USC00117833","2016-09",,,"8","4",,,,,,,,,,,"1.18",,,,,,,,,,,,,"2.60",,,,,
"USC00117833","2016-10",,,"12","8",,,,,,,,,,,"0.70",,,,,,,,,,,,,"2.44",,,,,
"USC00117833","2016-11",,,"7","4","0","0",,,,,,,"0","0.0","0.92",,,,,,,,,,,,,"2.62","0.0",,,,
"USC00117833","2016-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.29",,,,,
"US1ILDK0022","2014-07",,,"8","5",,,,,,,,,,,"2.10",,,,,,,,,,,,,"4.94",,,,,
"US1ILDK0022","2014-08",,,"12","8",,,,,,,,,,,"0.87",,,,,,,,,,,,,"3.54",,,,,
"US1ILDK0010","2008-08",,,"6","4",,"0",,,,,,,,"0.0","0.87",,,,,,,,,,,,,"1.96","0.0",,,,
"US1ILDK0010","2008-09",,,"10","7",,"0",,,,,,,,"0.0","2.93",,,,,,,,,,,,,"9.17","0.0",,,,
"US1ILDK0010","2008-10",,,"9","5",,"0",,,,,,,,"0.0","0.62",,,,,,,,,,,,,"2.20","0.0",,,,
"US1ILDK0010","2008-11",,,"8","4",,"0",,,,,,,,"0.2","0.41",,,,,,,,,,,,,"1.29","0.2",,,,
"US1ILDK0010","2008-12",,,"19","14",,"9",,,,,,,,"4.6","0.90",,,,,,,,,,,,,"5.83","24.8",,,,
"US1ILDK0010","2009-01",,,"13","5",,"5",,,,,,,,"3.3","0.32",,,,,,,,,,,,,"1.17","15.1",,,,
