AG_DISTRICT,YEAR,MONTH,TMP_HIGH,TMP_AVG,TMP_LOW,DP_HIGH,DP_AVG,DP_LOW,HUM_HIGH,HUM_AVG,HUM_LOW,SEALVL_HIGH,SEALVL_AVG,SEALVL_LOW,VIS_HIGH,VIS_AVG,VIS_LOW,WIND_HIGH,WIND_AVG,PRECIP,NUMDAY_RAIN,NUM_DAYS_SNOW,NUM_DAYS_FOG,NUM_DAYS_THNDRSTRM
southeast,2004,FEB,64.0,35.862068965,13.5,51.0,27.396551725000002,6.0,100.0,73.793103445,25.5,30.555,30.18637931,29.490000000000002,10.0,8.6896551725,0.0,25.5,6.775862069,0.55,6.0,9.0,5.0,0.0
southeast,2004,JAN,66.0,30.870967739999998,-3.0,62.5,24.145161289999997,-7.5,100.0,77.12903226,37.0,30.67,30.13919355,29.585,10.0,8.580645161,0.0,23.5,6.177419355,1.6349999999999998,12.0,16.0,2.0,7.0
southeast,2004,JUL,97.0,77.20391705,55.0,81.5,64.910714285,44.5,97.0,68.42857143,33.0,30.200000000000003,29.966624425,29.72,10.0,8.434907834,0.0,18.5,3.8369815664999996,1.8900000000000001,25.0,0.0,3.0,26.0
southeast,2004,JUN,93.5,74.30000000000001,53.0,78.0,65.05,42.5,97.0,73.83333333,28.5,30.229999999999997,30.024833334999997,29.729999999999997,10.0,9.133333333,0.0,22.0,3.95,0.95,23.0,0.0,5.0,15.0
southeast,2004,MAR,77.5,50.145161290000004,24.0,64.0,38.72580645,17.0,100.0,68.387096775,25.5,30.525,30.139354835,29.619999999999997,10.0,9.0967741935,0.5,27.5,7.0161290325,1.7400000000000002,33.0,0.0,1.0,8.0
southeast,2004,MAY,88.5,69.677419355,42.0,79.0,61.98387097,36.0,100.0,77.12903226,37.0,30.299999999999997,29.983870969999998,29.525,10.0,8.854838709500001,0.0,23.0,5.9032258065,3.265,33.0,0.0,2.0,23.0
southeast,2004,NOV,77.0,50.533333330000005,30.0,66.0,41.466666665,21.0,94.0,73.44999999999999,24.5,30.68,30.123833335,29.215,10.0,8.3166666665,0.0,26.0,5.8666666665,2.9299999999999997,30.0,0.0,3.0,6.0
southeast,2004,OCT,86.0,60.29032258,32.5,68.0,48.032258065,13.5,94.0,68.93548387,11.0,30.405,29.98548387,29.475,10.0,7.741935483500001,0.0,24.0,4.677419355,2.205,28.0,0.0,6.0,9.0
southeast,2004,SEP,89.0,70.03333333500001,43.0,70.0,53.283333330000005,23.0,94.0,60.35000000000001,11.5,30.310000000000002,30.09,29.83,10.0,8.5166666665,0.0,17.5,3.6166666665,0.3,6.0,0.0,5.0,2.0
southwest,2004,ARP,83.33333333333333,56.23333333666667,32.0,65.33333333333333,42.55555555666667,19.666666666666668,96.0,61.48888889,16.666666666666668,30.223333333333333,30.018222223333336,29.63,9.0,8.433333333666667,0.6666666666666666,29.333333333333332,8.488888889,1.18,32.0,0.0,2.0,16.0
southwest,2004,AUG,93.0,70.27956989,46.0,84.66666666666667,65.18279569666667,44.0,100.0,84.49462365666666,44.666666666666664,30.326666666666664,30.02967742,29.766666666666666,9.0,7.634408602333333,0.0,20.666666666666668,4.086021505333334,2.1566666666666667,30.0,0.0,21.0,24.0
southwest,2004,DEC,67.0,34.86021505666667,1.6666666666666667,62.0,30.05376344,-3.3333333333333335,100.0,82.80645161000001,42.333333333333336,30.680000000000003,30.12311828,29.453333333333333,9.0,8.333333333333334,0.0,29.333333333333332,8.193548387333333,0.6233333333333334,14.0,12.0,7.0,2.0
southwest,2004,FEB,62.666666666666664,33.977011489999995,13.333333333333334,49.333333333333336,25.885057470000003,6.333333333333333,95.33333333333333,71.64367816333333,22.666666666666668,30.543333333333333,30.184137930000002,29.44333333333333,9.0,8.068965517,0.0,29.0,8.344827586000001,0.7833333333333333,16.0,13.0,3.0,0.0
southwest,2004,JAN,64.0,27.605222729999998,-2.3333333333333335,61.333333333333336,21.41935484,-6.0,96.0,76.01536098333334,34.333333333333336,30.47,30.076927806666664,29.136666666666667,9.0,7.784946236666666,0.6666666666666666,25.333333333333332,8.662058371999999,1.4766666666666666,10.0,21.0,1.0,5.0
southwest,2004,JUL,94.0,74.62365591333332,52.333333333333336,84.66666666666667,69.13978494666667,50.666666666666664,96.0,84.52688171999999,52.0,30.23,29.96612903,29.703333333333337,9.0,7.655913978333333,0.0,34.333333333333336,5.010752688333333,4.483333333333333,39.0,0.0,7.0,27.0
southwest,2004,JUN,92.33333333333333,71.85555555666666,50.333333333333336,78.66666666666667,63.877777776666655,45.0,96.0,76.86666666333332,29.333333333333332,30.263333333333335,30.02566666333333,29.723333333333333,9.0,8.588888889000001,0.0,21.666666666666668,5.144444444333334,1.7266666666666666,28.0,0.0,0.0,21.0
southwest,2004,MAR,75.66666666666667,47.89247311666667,23.666666666666668,65.33333333333333,37.20430107333333,8.666666666666666,96.0,67.12903225666668,21.666666666666668,30.53,30.128494626666665,29.546666666666667,9.0,8.225806451999999,0.6666666666666666,31.333333333333332,9.548387097,3.0833333333333335,59.0,0.0,4.0,9.0
southwest,2004,MAY,87.0,68.08602150333333,41.666666666666664,80.0,61.89247311666667,36.0,96.0,80.43010753,36.333333333333336,30.326666666666668,29.969784943333334,29.456666666666663,9.0,8.161290323000001,0.0,25.333333333333332,7.3225806449999995,6.033333333333334,37.0,0.0,10.0,34.0
southwest,2004,NOV,73.0,48.75555555666666,26.0,70.66666666666667,43.85555555666667,24.333333333333332,100.0,84.65555555666667,39.666666666666664,30.673333333333336,30.123888886666666,29.320000000000004,9.0,7.566666666666667,0.0,27.666666666666668,6.344444444333334,3.4866666666666664,37.0,2.0,6.0,8.0
southwest,2004,OCT,82.66666666666667,58.462365593333324,32.333333333333336,73.66666666666667,51.49462365666667,27.0,100.0,81.01075268666666,28.666666666666668,30.426666666666666,29.98236559,29.50333333333333,9.0,6.655913978666667,0.0,25.0,5.516129032333333,1.7333333333333332,36.0,0.0,17.0,8.0
southwest,2004,SEP,86.0,67.70000000333333,42.0,77.0,60.69999999666667,40.333333333333336,100.0,80.01111111,37.666666666666664,30.319999999999997,30.098555556666668,29.863333333333333,9.0,7.722222222333333,0.0,17.666666666666668,3.0888888889999997,0.13333333333333333,9.0,0.0,20.0,3.0
west,2004,ARP,84.66666666666667,53.666666670000005,26.0,64.0,39.08888888999999,19.666666666666668,96.0,59.91111111000001,22.666666666666668,30.236666666666668,30.005777776666665,29.51666666666667,10.0,9.577777777666668,0.3333333333333333,37.666666666666664,9.233333333,1.7933333333333332,19.0,0.0,2.0,8.0
west,2004,AUG,88.33333333333333,66.74923194666667,44.0,78.66666666666667,59.40975422333333,43.666666666666664,96.33333333333333,77.93394777666667,41.0,30.320000000000004,30.020576033333338,29.703333333333333,10.0,9.307603686666667,0.0,22.0,5.319508448333333,3.1633333333333336,41.0,0.0,6.0,20.0
west,2004,DEC,59.333333333333336,30.107526879999998,-4.666666666666667,52.666666666666664,22.78494623666667,-8.666666666666666,97.66666666666667,74.6344086,35.666666666666664,30.659999999999997,30.06645161333333,29.459999999999997,10.0,8.569892473333333,0.0,35.0,9.053763441,0.6233333333333334,16.0,7.0,11.0,0.0
west,2004,FEB,60.666666666666664,29.531388153333335,5.333333333333333,44.0,22.847922193333332,0.0,97.66666666666667,75.98938992333332,39.333333333333336,30.506666666666664,30.16873563333333,29.296666666666663,10.0,8.446507515666667,0.0,28.333333333333332,8.571175950333332,0.30666666666666664,10.0,17.0,0.0,0.0
west,2004,JAN,64.66666666666667,25.465949823333332,-5.0,60.333333333333336,17.95021904,-10.333333333333334,97.66666666666667,74.51055356666667,37.333333333333336,30.566666666666663,30.118195940000003,29.600000000000005,10.0,8.500597371333333,0.0,26.0,9.397052966999999,0.15,9.0,25.0,6.0,0.0
west,2004,JUL,91.0,70.80645161333334,49.0,80.0,64.01075268666666,46.0,96.33333333333333,78.82795698666666,42.333333333333336,30.323333333333334,29.974731183333333,29.643333333333334,10.0,8.623655913999999,0.0,18.0,4.913978494333334,1.6833333333333333,33.0,0.0,7.0,12.0
west,2004,JUN,87.66666666666667,67.98888888666667,46.0,76.33333333333333,58.95555555666667,42.333333333333336,96.33333333333333,73.18888889,36.0,30.36,30.022222223333333,29.64333333333333,10.0,9.488888889,0.0,23.666666666666668,5.933333333,2.5633333333333335,26.0,0.0,5.0,8.0
west,2004,MAR,69.66666666666667,43.360573476666666,16.333333333333332,61.666666666666664,34.26917562333333,6.0,97.66666666666667,72.20824373,23.0,30.566666666666666,30.10132258,29.30333333333333,10.0,8.535125448333334,0.0,38.0,10.246953402333332,1.9766666666666666,36.0,15.0,3.0,10.0
west,2004,MAY,87.0,64.23655914,34.333333333333336,73.66666666666667,55.913978496666665,29.333333333333332,96.33333333333333,75.21505376333333,32.666666666666664,30.333333333333332,29.938602149999998,29.42,10.0,8.881720430000001,0.3333333333333333,39.0,8.172043010666666,2.9766666666666666,44.0,0.0,8.0,24.0
west,2004,NOV,69.0,43.901587303333336,12.333333333333334,58.333333333333336,34.52222222,7.666666666666667,90.0,71.70714285666666,29.333333333333332,30.69333333333333,30.141499999999997,29.55666666666667,10.0,8.098412698333332,0.0,26.333333333333332,7.565873016,1.53,32.0,9.0,2.0,0.0
west,2004,OCT,78.0,53.96774193666667,28.666666666666668,66.66666666666667,42.61290322666667,23.0,90.0,68.41935483666667,24.333333333333332,30.44666666666667,29.9772043,29.48,10.0,7.688172043333334,0.0,29.666666666666668,7.3978494626666675,2.44,39.0,0.0,4.0,16.0
west,2004,SEP,84.66666666666667,66.02222222,37.0,70.0,52.85333333333333,33.333333333333336,96.0,64.26222222,26.666666666666668,30.3,30.10457778,29.77,10.0,8.946666666666665,0.0,22.666666666666668,4.635555555333333,1.57,7.0,0.0,2.0,4.0
west southwest,2004,ARP,82.33333333333333,52.87777778,28.666666666666668,64.0,39.97777777666667,19.666666666666668,100.0,65.75555555666666,22.333333333333332,30.373333333333335,30.042444443333334,29.506666666666664,10.0,8.744444444333334,0.6666666666666666,33.666666666666664,9.988888889,2.61,31.0,2.0,1.0,8.0
west southwest,2004,AUG,90.0,68.64516129,45.0,77.0,59.38709677,43.0,100.0,75.46774193499999,31.5,30.33,30.024032255,29.72,10.0,8.4838709675,0.0,26.5,5.241935483999999,1.29,20.0,0.0,13.0,17.0
west southwest,2004,DEC,65.0,32.931034485,0.5,54.0,24.03559511,-8.5,100.0,71.14627364,34.5,30.66,30.105367075,29.465,10.0,8.9087875415,0.0,29.0,10.55394883,0.62,7.0,6.0,4.0,0.0
west southwest,2004,FEB,70.0,43.549808430000006,18.0,54.0,34.14406130333333,12.0,100.0,71.58927202666666,31.0,30.459999999999997,30.154187743333335,29.53,10.0,8.481226053666665,0.0,25.333333333333332,8.807279694666668,0.2866666666666667,11.0,13.0,6.0,2.0
west southwest,2004,JAN,72.0,41.451612903333334,12.333333333333334,59.333333333333336,30.35483871,5.666666666666667,94.33333333333333,66.98924731,32.333333333333336,30.503333333333334,30.153010753333334,29.83,10.0,8.946236559333334,3.3333333333333335,21.0,7.989247313,0.9366666666666665,8.0,18.0,5.0,1.0
west southwest,2004,JUL,92.0,72.93548387,50.5,79.0,64.5,49.0,100.0,77.58064516,36.5,30.275,29.963225809999997,29.645,12.5,7.935483871000001,0.0,24.5,5.306451613,2.565,28.0,0.0,9.0,15.0
west southwest,2004,JUN,91.0,69.733333335,48.0,73.5,58.666666665,39.0,100.0,69.81666667,28.5,30.299999999999997,30.0165,29.685000000000002,10.0,9.216666667,0.0,31.5,6.1166666665,2.36,26.0,0.0,4.0,11.0
west southwest,2004,MAR,75.33333333333333,49.65591397666666,24.0,64.66666666666667,39.22580645,14.333333333333334,100.0,70.93548387,19.0,30.503333333333334,30.070000000000004,29.46666666666667,10.0,8.193548387333333,0.3333333333333333,31.0,10.387096773333335,3.233333333333333,45.0,6.0,10.0,9.0
west southwest,2004,MAY,80.33333333333333,55.989247309999996,27.0,67.0,47.32258064333333,18.666666666666668,100.0,74.77419354666667,31.0,30.423333333333336,29.996129033333332,29.419999999999998,10.0,8.827956989,0.0,29.0,9.731182795666667,3.016666666666666,37.0,2.0,8.0,22.0
west southwest,2004,NOV,71.5,46.166666665,19.5,61.5,38.4,15.5,100.0,76.633333335,26.0,30.7,30.12783333,29.439999999999998,10.0,8.0666666665,0.0,34.5,9.016666667,3.06,32.0,3.0,2.0,5.0
west southwest,2004,OCT,82.0,56.338709675000004,28.0,67.0,44.741935485,17.5,100.0,70.66129032,12.5,30.450000000000003,29.977903225,29.475,10.0,7.7096774195,0.0,29.5,8.709677419,2.57,29.0,0.0,5.0,7.0
west southwest,2004,SEP,87.5,67.95,39.0,71.0,53.08333333,35.0,100.0,63.599999999999994,19.0,30.33,30.102166670000003,29.83,10.0,9.0666666665,0.0,23.0,5.516666667000001,0.12,6.0,0.0,4.0,4.0
central,2005,ARP,81.5,54.466666665000005,32.5,63.0,39.6,14.0,100.0,61.85,14.0,30.395,29.93983333,29.51,10.0,8.933333333,0.5,28.5,9.6,1.095,23.0,0.0,1.0,7.0
central,2005,AUG,93.5,73.72350230500001,53.5,76.0,64.014976955,48.5,100.0,72.98617511500001,29.5,30.215,29.98951613,29.655,10.0,8.314516129,0.0,27.0,4.779953917,1.0999999999999999,13.0,0.0,5.0,9.0
central,2005,DEC,49.5,25.14516129,0.0,46.0,21.822580645000002,-5.5,100.0,85.87096774,59.0,30.72,30.05677419,29.445,10.0,7.177419355,0.0,26.5,8.451612902,0.5549999999999999,8.0,28.0,12.0,1.0
central,2005,FEB,56.0,35.071428575,16.5,51.0,30.232142855,3.0,100.0,83.517857145,36.5,30.45,30.11875,29.485,10.0,6.714285714,0.0,27.5,8.4464285715,0.53,18.0,13.0,5.0,0.0
central,2005,JAN,63.0,27.24193548,-0.5,59.0,23.58064516,-7.0,100.0,84.903225805,46.0,30.83,30.207419355,29.555,11.0,6.9838709675,0.0,29.5,8.9677419345,1.475,18.0,20.0,10.0,7.0
central,2005,JUL,98.5,76.64516129,54.5,80.5,64.677419355,41.5,97.0,69.370967745,20.5,30.275,30.001290320000003,29.725,10.0,8.4677419355,0.0,19.5,5.741935484000001,1.725,18.0,0.0,6.0,8.0
central,2005,JUN,96.5,76.03333333500001,52.5,74.0,61.13333333,35.5,97.0,62.41666667,18.5,30.225,29.9285,29.685000000000002,10.0,8.8333333335,1.0,29.5,7.016666667000001,0.275,18.0,0.0,0.0,13.0
central,2005,MAR,74.0,38.483870964999994,16.5,58.5,26.70967742,-0.5,100.0,66.758064515,19.0,30.335,29.935967745,29.39,10.0,8.4838709675,0.0,39.5,9.951612905,0.8,20.0,7.0,4.0,3.0
central,2005,MAY,86.0,61.5,29.0,68.0,42.709677420000006,6.0,100.0,54.387096775,10.5,30.36,29.99064516,29.66,10.0,9.4677419355,0.5,28.0,8.14516129,0.385,14.0,0.0,1.0,5.0
central,2005,NOV,70.5,43.4,15.5,65.5,34.1,-10.0,100.0,71.1,21.5,30.63,29.972666670000002,29.275,10.0,8.9833333335,1.0,32.0,11.016666668500001,2.12,15.0,5.0,1.0,6.0
central,2005,OCT,86.5,55.112903225,33.0,71.5,44.70967742,23.0,100.0,71.29032258,17.0,30.45,30.09080645,29.75,10.0,8.935483871,0.0,24.5,6.85483871,1.04,11.0,0.0,3.0,3.0
central,2005,SEP,91.5,70.1,38.0,72.0,57.683333335,22.5,100.0,70.133333335,21.0,30.295,30.063666665,29.705,10.0,8.3,0.0,31.5,5.4333333335,2.565,18.0,0.0,7.0,12.0
east,2005,ARP,89.33333333333333,54.64666666666667,30.0,70.66666666666667,39.924444443333336,18.666666666666668,100.0,62.6,16.0,30.406666666666666,29.953311109999998,29.526666666666667,10.0,9.115555555333332,0.6666666666666666,31.666666666666668,10.717777779,1.8533333333333333,32.0,0.0,2.0,11.0
east,2005,AUG,91.66666666666667,73.60215053666667,53.0,77.33333333333333,65.49462365666666,52.333333333333336,100.0,77.37634408666666,36.333333333333336,30.223333333333333,30.001827956666663,29.64,10.0,7.892473118333332,0.0,21.666666666666668,4.752688172,1.3499999999999999,33.0,0.0,19.0,25.0
east,2005,DEC,50.0,24.741935486666666,-3.3333333333333335,45.333333333333336,21.838709676666667,-8.333333333333334,100.0,85.66666666666667,63.333333333333336,30.676666666666666,30.030860216666667,29.41,10.0,6.978494623666666,0.0,28.333333333333332,8.688172043333333,0.71,17.0,44.0,14.0,2.0
east,2005,FEB,57.0,33.738095236666666,13.0,50.666666666666664,28.89285714,5.0,100.0,83.15476190333334,44.666666666666664,30.473333333333333,30.11607143,29.48,10.0,6.940476190666668,0.0,27.333333333333332,9.142857144,0.8633333333333333,26.0,23.0,7.0,4.0
east,2005,JAN,63.0,26.505376339999998,0.3333333333333333,59.0,22.419354836666667,-6.0,100.0,83.47311827666667,47.0,30.83,30.21311828,29.526666666666667,10.0,7.268817204,0.0,30.333333333333332,9.924731183333334,2.7733333333333334,22.0,36.0,17.0,12.0
east,2005,JUL,95.66666666666667,74.98924731333334,50.666666666666664,81.0,65.55913978333332,48.0,100.0,74.39784946333333,28.333333333333332,30.290000000000003,30.00752688,29.74333333333333,10.0,8.129032258333334,0.0,25.333333333333332,5.731182795666666,1.36,29.0,0.0,10.0,21.0
east,2005,JUN,96.33333333333333,74.8,51.0,76.33333333333333,62.51111111,40.333333333333336,100.0,67.55555555666668,26.333333333333332,30.236666666666665,29.937888886666666,29.67,10.0,8.466666666666667,0.3333333333333333,30.333333333333332,7.588888889000001,1.0133333333333334,29.0,0.0,4.0,28.0
east,2005,MAR,76.0,36.93548387,13.333333333333334,56.0,26.569892476666666,1.3333333333333333,100.0,68.89247311999999,21.0,30.320000000000004,29.917956990000004,29.27,11.666666666666666,8.483870968,0.3333333333333333,35.0,10.806451612333333,0.7433333333333333,25.0,14.0,4.0,7.0
east,2005,MAY,87.66666666666667,60.22580645333334,26.0,69.33333333333333,44.88172043,17.666666666666668,100.0,59.43010752666667,19.0,30.35666666666667,29.986236556666668,29.66,10.0,9.473118279666666,0.3333333333333333,34.0,9.52688172,0.5366666666666667,23.0,0.0,4.0,13.0
east,2005,NOV,73.0,44.54444444333333,13.666666666666666,64.33333333333333,34.86666666333334,-8.0,100.0,70.66666667,24.0,30.569999999999997,29.957333333333334,29.27333333333333,10.0,9.066666666666666,0.3333333333333333,35.0,12.200000000000001,1.1966666666666665,24.0,9.0,3.0,16.0
east,2005,OCT,88.66666666666667,55.34408602333334,28.666666666666668,70.66666666666667,45.24731182666667,27.333333333333332,100.0,72.41935484,20.666666666666668,30.439999999999998,30.08387096333333,29.74,10.0,8.88172043,0.0,23.333333333333332,7.193548387333333,0.6966666666666667,19.0,0.0,10.0,6.0
east,2005,SEP,95.0,69.71111111,37.666666666666664,71.66666666666667,57.97777778,27.0,100.0,71.12222222,22.666666666666668,30.316666666666663,30.069333333333333,29.69666666666667,10.0,8.155555555666668,0.0,29.0,5.688888888666665,1.7033333333333331,25.0,0.0,13.0,16.0
east southeast,2005,ARP,82.66666666666667,55.04444444333334,33.0,61.666666666666664,42.38888888666667,24.0,98.0,65.61111111333332,22.333333333333332,30.400000000000002,29.93688888666667,29.506666666666664,10.0,8.966666666333332,0.6666666666666666,31.333333333333332,8.600000001,1.88,38.0,0.0,2.0,11.0
east southeast,2005,AUG,92.66666666666667,74.51702509,57.333333333333336,75.33333333333333,66.23655914000001,54.0,100.0,77.42473118333334,35.666666666666664,30.209999999999997,29.983109319999997,29.58,10.0,7.110215053666667,0.0,19.0,3.3897849463333336,1.7233333333333334,32.0,0.0,20.0,12.0
east southeast,2005,DEC,51.666666666666664,27.23655914,2.3333333333333335,47.666666666666664,23.258064513333334,-2.6666666666666665,100.0,83.32258064666665,56.666666666666664,30.679999999999996,30.052043010000002,29.37,10.0,7.569892473333334,0.0,27.333333333333332,8.451612903333332,0.9933333333333333,19.0,35.0,12.0,2.0
east southeast,2005,FEB,64.66666666666667,35.98809524,17.0,52.666666666666664,30.785714286666664,11.666666666666666,100.0,82.82142857000001,46.333333333333336,30.44666666666667,30.12845238333333,29.55333333333333,10.0,7.3571428569999995,0.0,25.666666666666668,7.607142858,0.82,30.0,16.0,6.0,2.0
east southeast,2005,JAN,64.33333333333333,29.870967743333335,-3.0,60.333333333333336,25.666666666666668,-7.666666666666667,100.0,83.55913978333334,46.333333333333336,30.826666666666664,30.21311828,29.513333333333332,10.0,7.4623655913333335,0.0,32.333333333333336,8.387096774666666,3.44,31.0,23.0,18.0,9.0
east southeast,2005,JUL,96.0,75.07526882,52.333333333333336,80.33333333333333,65.82795699,51.0,98.0,75.07526881666666,31.0,30.27666666666667,30.001075266666664,29.736666666666665,10.0,8.182795699000001,0.0,23.666666666666668,3.774193548333334,2.0466666666666664,31.0,0.0,9.0,13.0
east southeast,2005,JUN,94.0,73.86666666666667,52.333333333333336,75.0,62.97777777666666,47.333333333333336,98.0,70.23333333333333,31.0,30.22,29.945555553333335,29.713333333333335,10.0,8.288888888666667,0.6666666666666666,31.0,4.8999999999999995,1.0733333333333333,23.0,0.0,2.0,19.0
east southeast,2005,MAR,74.33333333333333,38.94623655666667,16.666666666666668,56.333333333333336,28.86021505333333,7.333333333333333,100.0,68.93548387,27.333333333333332,30.330000000000002,29.92688172,29.39333333333333,11.666666666666666,8.548387097,1.3333333333333333,32.0,9.451612903333332,0.7799999999999999,28.0,10.0,0.0,7.0
east southeast,2005,MAY,88.66666666666667,61.268817203333334,30.0,68.66666666666667,46.698924729999995,19.333333333333332,100.0,61.58064516333334,21.666666666666668,30.36,29.993010753333333,29.67,10.0,9.322580645333334,0.6666666666666666,31.333333333333332,6.795698924,0.8133333333333335,23.0,0.0,2.0,16.0
east southeast,2005,NOV,73.66666666666667,44.86666666666667,13.0,63.666666666666664,34.42222222,-3.0,100.0,68.92222222333334,25.333333333333332,30.596666666666664,29.992666666666665,29.320000000000004,10.0,9.200000000000001,0.0,34.333333333333336,10.844444446666666,2.17,22.0,7.0,7.0,10.0
east southeast,2005,OCT,88.0,55.59139785,30.0,70.0,45.39784946333334,27.666666666666668,100.0,72.21505376333333,22.0,30.46666666666667,30.082043009999996,29.783333333333335,10.0,8.741935483666666,0.0,20.666666666666668,5.612903226,1.31,22.0,0.0,7.0,6.0
east southeast,2005,SEP,94.33333333333333,69.96666666666667,37.0,71.33333333333333,58.23333333333334,28.0,100.0,71.42222222333334,25.333333333333332,30.313333333333333,30.06922222333333,29.7,10.0,7.855555555666666,0.0,26.0,4.5,2.6999999999999997,22.0,0.0,13.0,11.0
northeast,2005,ARP,80.66666666666667,52.51111111,32.0,62.666666666666664,38.96666666666667,21.0,100.0,63.92222222,21.0,30.396666666666665,29.935333333333332,29.430000000000003,10.0,9.555555555333333,1.0,31.0,9.377777777666667,1.0333333333333334,26.0,0.0,0.0,15.0
northeast,2005,AUG,92.33333333333333,71.39784946333333,51.333333333333336,75.66666666666667,63.666666666666664,50.0,100.0,76.86021505333333,36.666666666666664,30.24,30.00301075333333,29.69,10.0,8.774193548333335,0.0,19.333333333333332,4.8064516133333335,2.4666666666666663,26.0,0.0,7.0,18.0
northeast,2005,DEC,44.333333333333336,23.0,-4.333333333333333,37.333333333333336,18.645161286666664,-10.0,97.66666666666667,81.27956988999999,48.666666666666664,30.646666666666665,30.002150540000002,29.463333333333335,10.0,7.118279569666666,0.0,29.333333333333332,8.978494622666668,0.3333333333333333,12.0,46.0,14.0,3.0
northeast,2005,FEB,53.333333333333336,32.30952381,11.333333333333334,47.333333333333336,28.833333333333332,3.6666666666666665,100.0,87.60714285666667,49.0,30.46666666666667,30.094642856666667,29.406666666666666,10.0,6.75,0.0,25.333333333333332,8.178571428333333,0.7733333333333334,25.0,26.0,9.0,7.0
northeast,2005,JAN,55.0,24.311827956666665,-0.3333333333333333,54.0,20.956989246666666,-7.333333333333333,100.0,86.29032258,46.333333333333336,30.813333333333333,30.203763443333333,29.50333333333333,10.0,7.612903225666667,0.0,30.333333333333332,8.655913978666668,1.13,19.0,30.0,7.0,11.0
northeast,2005,JUL,96.66666666666667,73.04301075333335,50.333333333333336,79.0,63.34408602,42.333333333333336,100.0,72.95698924666668,23.666666666666668,30.293333333333333,30.006451613333336,29.756666666666664,10.0,9.043010752666667,0.3333333333333333,23.333333333333332,5.731182795666666,2.0733333333333333,21.0,0.0,3.0,18.0
northeast,2005,JUN,94.0,73.22222222333333,49.333333333333336,74.33333333333333,61.311111110000006,39.333333333333336,98.0,68.25555555666666,24.666666666666668,30.22666666666667,29.924555553333335,29.626666666666665,10.0,8.955555555333333,0.6666666666666666,28.333333333333332,7.411111111,0.7366666666666667,29.0,0.0,1.0,26.0
northeast,2005,MAR,73.66666666666667,35.31720429999999,11.333333333333334,54.333333333333336,27.51861042333333,5.0,100.0,76.17617866,30.0,30.286666666666665,29.897663356666666,29.296666666666667,10.0,8.85401158,0.0,33.666666666666664,9.752688173666668,0.37999999999999995,20.0,20.0,5.0,11.0
northeast,2005,MAY,84.0,57.41935483666666,26.666666666666668,65.66666666666667,44.043010753333334,13.333333333333334,98.0,63.92473118,17.333333333333332,30.333333333333332,29.97408602333333,29.64333333333333,10.0,9.473118279666666,1.0,34.333333333333336,8.784946237,1.16,28.0,0.0,1.0,20.0
northeast,2005,NOV,71.0,42.63333333333333,13.333333333333334,60.333333333333336,31.533333333333335,-12.666666666666666,100.0,67.73333333333333,20.0,30.536666666666665,29.919666669999998,29.236666666666665,10.0,8.888888889,0.3333333333333333,36.333333333333336,12.455555556666667,1.1533333333333333,25.0,10.0,3.0,10.0
northeast,2005,OCT,87.33333333333333,53.96774193666667,27.333333333333332,71.0,44.13978494666666,24.0,100.0,72.69892472999999,20.666666666666668,30.41,30.076989246666667,29.71666666666667,10.0,8.913978494333334,0.0,22.333333333333332,6.967741935666666,0.21,19.0,0.0,6.0,8.0
northeast,2005,SEP,91.66666666666667,67.9,37.666666666666664,71.66666666666667,57.066666663333336,26.666666666666668,100.0,71.28888889,26.666666666666668,30.293333333333333,30.06255555333333,29.703333333333333,10.0,8.622222222333333,0.0,24.666666666666668,6.177777777666667,0.8033333333333333,27.0,0.0,7.0,17.0
northwest,2005,ARP,82.0,53.02222222333333,30.0,62.0,36.95555555666666,14.666666666666666,98.0,57.94444444333334,18.0,30.396666666666665,29.938222223333337,29.426666666666666,10.0,9.533333333333333,1.6666666666666667,29.666666666666668,9.555555556666667,0.9366666666666666,20.0,0.0,0.0,9.0
northwest,2005,AUG,94.66666666666667,71.48566308333334,49.666666666666664,75.66666666666667,62.42831541333334,41.666666666666664,100.0,73.83476702333333,26.333333333333332,30.25666666666667,30.01291039666667,29.703333333333333,10.0,8.946594982,0.0,23.0,4.7157706096666665,2.86,17.0,0.0,4.0,17.0
northwest,2005,DEC,41.666666666666664,20.72043011,-9.0,36.333333333333336,16.946236556666666,-15.0,97.66666666666667,82.56989247,43.333333333333336,30.656666666666666,30.01311828,29.493333333333336,10.0,7.4086021503333335,0.0,28.0,8.473118279333333,0.21666666666666667,6.0,28.0,6.0,0.0
northwest,2005,FEB,53.666666666666664,32.17857142666667,10.666666666666666,44.0,26.761904763333334,0.3333333333333333,100.0,80.85714285666667,44.0,30.47,30.099999999999998,29.41,10.0,7.095238095333333,0.0,25.333333333333332,7.821428571333333,0.5666666666666667,16.0,15.0,6.0,1.0
northwest,2005,JAN,52.0,23.247311826666664,-1.6666666666666667,50.666666666666664,18.22580645333333,-11.333333333333334,100.0,79.72043010666665,40.666666666666664,30.83,30.213548386666663,29.486666666666665,10.0,7.913978494666668,0.0,29.333333333333332,8.526881720333334,3.9433333333333334,12.0,21.0,6.0,7.0
northwest,2005,JUL,99.0,73.15053763333334,48.0,79.0,62.97849462,40.666666666666664,100.0,70.66666666333333,24.666666666666668,30.293333333333333,30.013225806666668,29.76,10.0,9.150537634333332,0.0,21.0,5.688172043000001,1.63,15.0,0.0,4.0,19.0
