"STATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00254335","2012-12","1190","7","0",",7","2",",7","2",",7","12",",7","1",",7","5",",7","31",",7","11",",7","1",",7","0",",7","-5",",7,27,+","7",",,7,20,","7.0",",,7,20,","0.39",",,7,15,","70",",7,03,","2571","7","1175",",7","0.61",",,,7","7.2",",,,7","27.1",",7","40.3",",,,7","13.9",",,,7"
"USC00254335","2013-01","0","7","0","2,7","4",",7","0",",7","9",",7","0",",7","0","1,7","30","1,7","12","2,7","0","2,7","0","2,7","1","1,7,14,","3",",,7,03,+","0.5",",,7,30,","0.05",",,7,30,","55","2,7,20,","3746","7","1175","2,7","0.14",",,,7","1.2",",,,7","24.7","2,7","35.3","2,,,7","14.2","1,,,7"
"USC00254335","2013-02","0","7","0",",7","5",",7","3",",7","8",",7","2",",7","0",",7","27",",7","7",",7","0",",7","0",",7","5",",7,23,","8",",,7,23,+","4.9",",,7,22,","0.31",",,7,22,","64",",7,18,","4751","7","1006",",7","0.74",",,,7","8.5",",,,7","29.1",",7","40.1",",,,7","18.1",",,,7"
"USC00254335","2013-03","0","7","0",",7","5",",7","3",",7","3",",7","2",",7","0",",7","29",",7","4",",7","3",",7","0",",7","10",",7,26,","1",",,7,24,+","1.1",",,7,22,","0.32",",,7,30,","77",",7,16,","5697","7","946",",7","0.62",",,,7","2.3",",,,7","34.5",",7","47.9",",,,7","21.1",",,,7"
"USC00254335","2013-04","5","7","5",",7","7",",7","6",",7","4",",7","2",",7","0",",7","20",",7","1",",7","8",",7","0",",7","20",",7,10,","1",",,7,18,+","1.4",",,7,10,","2.28",",,7,09,","88",",7,29,","6328","7","630",",7","4.37",",,,7","2.5",",,,7","44.1",",7","57.1",",,,7","31.2",",,,7"
"USC00254335","2013-05","69","7","64",",7","10",",7","7",",7","0",",7","0",",7","0",",7","5",",7","0",",7","19",",7","1",",7","29",",7,03,","0",",,7,31,+","0.0",",T,7,02,","2.00",",,7,25,","99",",7,15,","6556","7","228",",7","6.54",",,,7","0.0",",T,,7","59.7",",7","71.9",",,,7","47.5",",,,7"
"USC00254335","2013-06","273","7","204",",7","8",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","8",",7","42",",7,02,","0",",,7,30,+","0.0",",,7,30,+","0.50",",,7,23,","102",",7,12,","6591","7","35",",7","1.44",",,,7","0.0",",,,7","70.6",",7","83.7",",,,7","57.5",",,,7"
"USC00254335","2013-07","552","7","279",",7","10",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","11",",7","50",",7,01,","0",",,7,31,+","0.0",",,7,31,+","0.94",",,7,09,","100",",7,14,","6","7","6",",7","1.99",",,,7","0.0",",,,7","73.8",",7","85.5",",,,7","62.1",",,,7"
"USC00254335","2013-08","849","7","297",",7","7",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","9",",7","58",",7,18,","0",",,7,31,+","0.0",",,7,31,+","0.67",",,7,02,","99",",7,28,+","6","7","0",",7","2.19",",,,7","0.0",",,,7","74.6",",7","85.0",",,,7","64.2",",,,7"
"USC00254335","2013-09","1024","7","175",",7","9",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","27",",7","10",",7","44",",7,21,+","0",",,7,30,+","0.0",",,7,30,+","2.00",",,7,28,","100",",7,07,","50","7","44",",7","3.77",",,,7","0.0",",,,7","69.4",",7","82.4",",,,7","56.3",",,,7"
"USC00254335","2013-10","1034","7","10",",7","5",",7","4",",7","0",",7","0",",7","0",",7","6",",7","0",",7","10",",7","0",",7","29",",7,31,+","0",",,7,31,+","0.0",",,7,31,+","1.91",",,7,03,","83",",7,03,","483","7","433",",7","3.73",",,,7","0.0",",,,7","51.3",",7","63.5",",,,7","39.2",",,,7"
"USC00254335","2013-11","1034","7","0",",7","3",",7","1",",7","0",",7","0",",7","0",",7","26",",7","3",",7","0",",7","0",",7","7",",7,27,","0",",T,7,22,","0.0",",T,7,22,+","0.65",",,7,06,","63",",7,17,","1343","7","859",",7","0.72",",,,7","0.0",",T,,7","36.4",",7","48.9",",,,7","23.8",",,,7"
"USC00254335","2013-12","1034","7","0",",7","3",",7","0",",7","3",",7","1",",7","5",",7","31",",7","13",",7","0",",7","0",",7","-7",",7,07,","2",",,7,09,+","2.0",",,7,08,","0.04",",,7,09,","68",",7,19,","2614","7","1271",",7","0.10",",,,7","2.7",",,,7","24.0",",7","36.9",",,,7","11.2",",,,7"
"USC00254335","2014-01","0","7","0",",7","4",",7","1",",7","2",",7","1",",7","7",",7","31",",7","10",",7","0",",7","0",",7","-9",",7,06,","1",",,7,31,+","1.3",",,7,31,","0.13",",,7,31,","62",",7,20,","3849","7","1236",",7","0.28",",,,7","2.8",",,,7","25.1",",7","39.1",",,,7","11.1",",,,7"
"USC00254335","2014-02","0","7","0",",7","6",",7","0",",7","14",",7","2",",7","5",",7","28",",7","15",",7","0",",7","0",",7","-16",",7,07,+","2",",,7,11,+","2.0",",,7,01,","0.09",",,7,01,","64",",7,19,","5063","7","1214",",7","0.36",",,,7","5.8",",,,7","21.6",",7","32.1",",,,7","11.2",",,,7"
"USC00254335","2014-03","0","7","0",",7","2",",7","0",",7","1",",7","1",",7","3",",7","27",",7","4",",7","3",",7","0",",7","-6",",7,02,","1",",,7,19,","1.3",",,7,19,","0.09",",,7,19,","74",",7,10,","6012","7","948",",7","0.11",",,,7","1.3",",,,7","34.4",",7","49.1",",,,7","19.7",",,,7"
"USC00254335","2014-04","5","7","5",",7","10",",7","9",",7","1",",7","0",",7","0",",7","10",",7","0",",7","12",",7","0",",7","21",",7,02,+","1",",,7,14,","0.7",",,7,14,","1.10",",,7,24,","84",",7,24,+","6502","7","491",",7","3.35",",,,7","0.7",",,,7","48.8",",7","62.0",",,,7","35.7",",,,7"
"USC00254335","2014-05","85","7","80",",7","5",",7","3",",7","0",",7","0",",7","0",",7","4",",7","0",",7","21",",7","5",",7","30",",7,18,+","0",",,7,31,+","0.0",",,7,31,+","0.23",",,7,25,+","93",",7,29,","6743","7","241",",7","0.71",",,,7","0.0",",,,7","59.8",",7","73.6",",,,7","46.1",",,,7"
"USC00254335","2014-06","281","7","195",",7","12",",7","8",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","5",",7","48",",7,13,","0",",,7,30,+","0.0",",,7,30,+","2.60",",,7,15,","95",",7,18,","6763","7","19",",7","8.53",",,,7","0.0",",,,7","70.9",",7","82.0",",,,7","59.8",",,,7"
"USC00254335","2014-07","509","7","229",",7","2",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","8",",7","46",",7,15,","0",",,7,31,+","0.0",",,7,31,+","0.12",",,7,10,","101",",7,22,","18","7","18",",7","0.17",",,,7","0.0",",,,7","71.8",",7","84.4",",,,7","59.2",",,,7"
"USC00254335","2014-08","764","7","254",",7","14",",7","10",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","7",",7","53",",7,12,","0",",,7,31,+","0.0",",,7,31,+","3.19",",,7,09,","92",",7,05,","18","7","0",",7","7.60",",,,7","0.0",",,,7","73.2",",7","85.1",",,,7","61.4",",,,7"
"USC00254335","2014-09","826","7","62",",7","7",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","23",",7","1",",7","35",",7,14,","0",",,7,30,+","0.0",",,7,30,+","0.83",",,7,23,","90",",7,04,","145","7","128",",7","2.40",",,,7","0.0",",,,7","62.8",",7","74.5",",,,7","51.1",",,,7"
"USC00254335","2014-10","830","7","3",",7","4",",7","4",",7","0",",7","0",",7","0",",7","9",",7","0",",7","14",",7","0",",7","24",",7,30,+","0",",,7,31,+","0.0",",,7,31,+","0.56",",,7,02,","83",",7,25,","509","7","364",",7","0.99",",,,7","0.0",",,,7","53.4",",7","68.3",",,,7","38.5",",,,7"
"USC00254335","2014-11","830","7","0",",7","1",",7","0",",7","2",",7","1",",7","2",",7","25",",7","6",",7","4",",7","0",",7","-2",",7,17,","2",",,7,16,","1.7",",,7,16,","0.06",",,7,16,","76",",7,30,","1459","7","950",",7","0.06",",,,7","1.7",",,,7","33.3",",7","47.5",",,,7","19.2",",,,7"
"USC00254335","2014-12","830","7","0",",7","5",",7","1",",7","4",",7","2",",7","2",",7","29",",7","12",",7","0",",7","0",",7","-8",",7,31,","3",",,7,27,","2.5",",,7,27,","0.54",",,7,15,","58",",7,15,","2605","7","1146",",7","0.69",",,,7","4.0",",,,7","28.0",",7","36.9",",,,7","19.1",",,,7"
"USC00254335","2015-01","0","7","0",",7","2",",7","0",",7","1",",7","0",",7","4",",7","31",",7","11",",7","0",",7","0",",7","-6",",7,01,","1",",,7,04,","0.8",",,7,04,","0.03",",,7,04,","69",",7,29,","3764","7","1160",",7","0.05",",,,7","0.8",",,,7","27.6",",7","40.5",",,,7","14.6",",,,7"
"USC00254335","2015-02","0","7","0",",7","4",",7","2",",7","6",",7","3",",7","6",",7","26",",7","13",",7","0",",7","0",",7","-8",",7,28,+","2",",,7,05,+","2.0",",,7,05,+","0.32",",,7,01,","67",",7,08,","4881","7","1117",",7","0.49",",,,7","5.6",",,,7","25.1",",7","38.7",",,,7","11.6",",,,7"
"USC00254335","2015-03","0","7","0",",7","2",",7","0",",7","1",",7","0",",7","2",",7","25",",7","2",",7","10",",7","0",",7","-1",",7,06,+","1",",,7,04,","0.5",",,7,04,","0.06",",,7,04,","89",",7,17,","5601","7","719",",7","0.07",",,,7","0.5",",,,7","41.8",",7","59.7",",,,7","23.9",",,,7"
"USC00254335","2015-04","0","7","0",",7","10",",7","9",",7","0",",7","0",",7","0",",7","8",",7","0",",7","6",",7","0",",7","28",",7,22,","0",",,7,30,+","0.0",",T,7,10,","0.68",",,7,17,","86",",7,02,","6027","7","427",",7","3.14",",,,7","0.0",",T,,7","50.8",",7","63.5",",,,7","38.0",",,,7"
"USC00254335","2015-05","19","7","19",",7","15",",7","7",",7","0",",7","0",",7","0",",7","0",",7","0",",7","17",",7","0",",7","33",",7,13,+","0",",,7,31,+","0.0",",,7,31,+","0.82",",,7,10,","89",",7,04,","6260","7","233",",7","2.85",",,,7","0.0",",,,7","58.1",",7","69.1",",,,7","47.1",",,,7"
"USC00254335","2015-06","178","7","159",",7","9",",7","8",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","2",",7","44",",7,01,","0",",,7,30,+","0.0",",,7,30,+","2.40",",,7,17,","94",",7,10,","6273","7","13",",7","7.08",",,,7","0.0",",,,7","69.9",",7","80.6",",,,7","59.1",",,,7"
"USC00254335","2015-07","479","7","301",",7","8",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","11",",7","51",",7,30,+","0",",,7,31,+","0.0",",,7,31,+","1.65",",,7,25,","98",",7,06,","5","7","5",",7","2.36",",,,7","0.0",",,,7","74.6",",7","87.0",",,,7","62.1",",,,7"
"USC00254335","2015-08","684","7","205",",7","5",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","2",",7","47",",7,24,","0",",,7,31,+","0.0",",,7,31,+","1.35",",,7,08,","94",",7,03,","18","7","13",",7","2.47",",,,7","0.0",",,,7","71.2",",7","82.9",",,,7","59.5",",,,7"
"USC00254335","2015-09","872","7","188",",7","9",",7","7",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","7",",7","48",",7,30,","0",",,7,30,+","0.0",",,7,30,+","0.55",",,7,23,","98",",7,16,","41","7","23",",7","2.27",",,,7","0.0",",,,7","70.5",",7","82.9",",,,7","58.1",",,,7"
"USC00254335","2015-10","880","7","7",",7","7",",7","3",",7","0",",7","0",",7","0",",7","4",",7","0",",7","11",",7","1",",7","25",",7,30,+","0",",,7,31,+","0.0",",,7,31,+","0.37",",,7,31,","95",",7,12,","357","7","316",",7","0.97",",,,7","0.0",",,,7","55.0",",7","68.3",",,,7","41.8",",,,7"
"USC00254335","2015-11","880","7","0",",7","8",",7","5",",7","3",",7","2",",7","0",",7","18",",7","3",",7","4",",7","0",",7","17",",7,28,+","1",",,7,30,+","2.0",",,7,12,","0.87",",,7,12,","78",",7,02,","1050","7","693",",7","3.25",",,,7","4.5",",,,7","41.9",",7","53.2",",,,7","30.6",",,,7"
"USC00254335","2015-12","880","7","0",",7","5",",7","2",",7","4",",7","1",",7","0",",7","29",",7","8",",7","0",",7","0",",7","7",",7,31,","1",",,7,26,+","1.2",",,7,24,","0.82",",,7,14,","66",",7,10,","2073","7","1023",",7","1.05",",,,7","1.7",",,,7","32.0",",7","41.5",",,,7","22.5",",,,7"
"USC00254335","2016-01","0","7","0",",7","3",",7","3",",7","7",",7","3",",7","3",",7","31",",7","11",",7","0",",7","0",",7","-8",",7,11,+","2",",,7,23,+","2.0",",,7,21,","0.20",",,7,21,","57",",7,30,","3236","7","1163",",7","0.40",",,,7","4.0",",,,7","27.5",",7","37.2",",,,7","17.8",",,,7"
"USC00254335","2016-02","0","7","0",",7","0","2,7","0","2,7","13","1,7","1","1,7","0",",7","26",",7","4",",7","1",",7","0",",7","10",",7,05,+","10","1,,7,03,","11.0","1,,7,03,","0.00","2,T,7,05,","73",",7,28,","4109","7","873",",7","0.98",",a,,7","11.0","1,,,7","34.9",",7","45.7",",,,7","24.2",",,,7"
"USC00254335","2016-03","0","7","0",",7","4",",7","2",",7","1",",7","1",",7","0",",7","22",",7","0",",7","7",",7","0",",7","14",",7,21,+","3",",,7,24,","3.0",",,7,24,","0.27",",,7,24,","80",",7,08,","4777","7","668",",7","0.56",",,,7","3.0",",,,7","43.4",",7","59.5",",,,7","27.4",",,,7"
"USC00254335","2016-04","0","7","0",",7","9",",7","6",",7","0",",7","0",",7","0",",7","6",",7","0",",7","12",",7","0",",7","25",",7,09,+","0",",,7,30,+","0.0",",,7,30,+","4.00",",,7,17,","80",",7,24,+","5186","7","409",",7","8.39",",,,7","0.0",",,,7","51.4",",7","63.2",",,,7","39.5",",,,7"
"USC00254335","2016-05","24","7","24",",7","14",",7","8",",7","0",",7","0",",7","0",",7","0",",7","0",",7","15",",7","0",",7","34",",7,03,+","0",",,7,31,+","0.0",",,7,31,+","0.76",",,7,11,","85",",7,30,","5425","7","238",",7","2.30",",,,7","0.0",",,,7","58.1",",7","69.5",",,,7","46.7",",,,7"
"USC00254335","2016-06","318","7","293",",7","5",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","12",",7","49",",7,02,","0",",,7,30,+","0.0",",,7,30,+","0.28",",,7,29,","99",",7,18,","5431","7","6",",7","0.61",",,,7","0.0",",,,7","74.6",",7","87.4",",,,7","61.7",",,,7"
"USC00254335","2016-07","630","7","312",",7","10",",7","8",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","10",",7","56",",7,13,","0",",,7,31,+","0.0",",,7,31,+","0.71",",,7,07,","98",",7,22,+","5","7","5",",7","3.38",",,,7","0.0",",,,7","74.9",",7","86.4",",,,7","63.4",",,,7"
"USC00254335","2016-08","886","7","256",",7","4",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","7",",7","47",",7,22,+","0",",,7,31,+","0.0",",,7,31,+","0.78",",,7,20,","94",",7,19,+","12","7","7",",7","1.47",",,,7","0.0",",,,7","73.0",",7","84.3",",,,7","61.8",",,,7"
"USC00254335","2016-09","983","7","97",",7","5",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","2",",7","37",",7,26,","0",",,7,30,+","0.0",",,7,30,+","0.65",",,7,16,","94",",7,21,","75","7","63",",7","1.20",",,,7","0.0",",,,7","66.1",",7","79.3",",,,7","53.0",",,,7"
"USC00254335","2016-10","985","7","1",",7","2",",7","1",",7","0",",7","0",",7","0",",7","4",",7","0",",7","18",",7","0",",7","29",",7,13,","0",",,7,31,+","0.0",",,7,31,+","0.10",",,7,12,","82",",7,28,+","362","7","287",",7","0.12",",,,7","0.0",",,,7","55.8",",7","70.8",",,,7","40.8",",,,7"
"USC00254335","2016-11","985","7","0",",7","6",",7","6",",7","0",",7","0",",7","0",",7","12",",7","0",",7","8",",7","0",",7","20",",7,19,","0",",T,7,18,","0.2",",,7,18,","0.42",",,7,08,","78",",7,05,","931","7","570",",7","1.56",",,,7","0.2",",,,7","46.0",",7","58.6",",,,7","33.4",",,,7"
"USC00254335","2016-12","985","7","0",",7","3","4,7","1","4,7","1","2,7","1","2,7","2",",7","31",",7","10",",7","0",",7","0",",7","-12",",7,18,","1","2,,7,18,","1.0","2,,7,18,","0.20","4,,7,23,","55",",7,31,","2130","7","1199",",7","0.90",",a,,7","1.0","2,,,7","26.3",",7","37.8",",,,7","14.8",",,,7"
"US10buff013","2004-08",,,,,"5",",N","3",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","1.00",",,N,16,",,,,,,,"1.39",",,,N","0.0",",,,N",,,,,,
"US10buff013","2004-09",,,,,"7",",N","5",",N","0","1,N","0","1,N",,,,,,,,,,,,,"0","1,,N,30,+","0.0","1,,N,30,+","1.44",",,N,23,",,,,,,,"3.66",",,,N","0.0","1,,,N",,,,,,
"US10buff013","2004-10",,,,,"5",",N","2",",N","0","3,N","0","3,N",,,,,,,,,,,,,"0","3,,N,31,+","0.0","3,,N,31,+","0.36",",,N,07,",,,,,,,"0.82",",,,N","0.0","3,,,N",,,,,,
"US10buff013","2004-11",,,,,"4",",N","4",",N","1",",N","1",",N",,,,,,,,,,,,,"4",",,N,29,","4.0",",,N,29,","0.82",",,N,18,",,,,,,,"1.99",",,,N","4.0",",,,N",,,,,,
"US10buff013","2004-12",,,,,"0",",N","0",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","0.00",",,N,31,+",,,,,,,"0.00",",,,N","0.0",",,,N",,,,,,
"US10buff013","2005-01",,,,,"1",",N","1",",N","0","5,N","0","5,N",,,,,,,,,,,,,"0","5,,N,31,+","0.4","5,,N,05,","0.35",",,N,05,",,,,,,,"0.35",",,,N","0.4","5,,,N",,,,,,
"US10buff013","2005-02",,,,,"6",",N","3",",N","0","1,N","0","1,N",,,,,,,,,,,,,"1","1,,N,09,","0.3","1,,N,07,","0.27",",,N,07,",,,,,,,"0.66",",,,N","0.5","1,,,N",,,,,,
"US10buff013","2005-03",,,,,"8",",N","4",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","1.02",",,N,22,",,,,,,,"2.85",",,,N","0.0",",,,N",,,,,,
"US10buff013","2005-04",,,,,"6",",N","3",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,30,+","0.0",",,N,30,+","0.42",",,N,06,",,,,,,,"1.11",",,,N","0.0",",,,N",,,,,,
"US10buff013","2005-05",,,,,"5",",N","5",",N","0","3,N","0","3,N",,,,,,,,,,,,,"0","3,,N,31,+","0.0","3,,N,31,+","3.35",",,N,12,",,,,,,,"5.34",",,,N","0.0","3,,,N",,,,,,
"US10buff013","2005-06",,,,,"9",",N","7",",N","0","4,N","0","4,N",,,,,,,,,,,,,"0","4,,N,30,+","0.0","4,,N,30,+","1.41",",,N,03,",,,,,,,"4.92",",,,N","0.0","4,,,N",,,,,,
"US10buff013","2005-07",,,,,"3",",N","2",",N","0","3,N","0","3,N",,,,,,,,,,,,,"0","3,,N,31,+","0.0","3,,N,31,+","0.75",",,N,02,",,,,,,,"0.99",",,,N","0.0","3,,,N",,,,,,
"US10buff013","2005-08",,,,,"12",",N","9",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","2.13",",,N,13,",,,,,,,"6.35",",,,N","0.0",",,,N",,,,,,
"US10buff013","2005-09",,,,,"2",",N","1",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,30,+","0.0",",,N,30,+","0.37",",,N,06,",,,,,,,"0.44",",,,N","0.0",",,,N",,,,,,
"US10buff013","2005-10",,,,,"4",",N","3",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",T,N,22,","0.79",",,N,12,",,,,,,,"1.67",",,,N","0.0",",T,,N",,,,,,
"US10buff013","2005-11",,,,,"1",",N","0",",N","0","4,N","0","4,N",,,,,,,,,,,,,"0","4,,N,30,+","0.0","4,,N,30,+","0.09",",,N,15,",,,,,,,"0.09",",,,N","0.0","4,,,N",,,,,,
"US10buff013","2005-12",,,,,"0",",N","0",",N","0","2,N","0","2,N",,,,,,,,,,,,,"0","2,,N,31,+","0.4","2,,N,03,","0.00",",T,N,30,",,,,,,,"0.00",",T,,N","0.4","2,,,N",,,,,,
"US10buff013","2006-01",,,,,"3",",N","1",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","0.22",",,N,28,",,,,,,,"0.29",",,,N","0.0",",,,N",,,,,,
"US10buff013","2006-02",,,,,"2",",N","0",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,28,+","0.0",",T,N,17,+","0.06",",,N,06,",,,,,,,"0.10",",,,N","0.0",",T,,N",,,,,,
"US10buff013","2006-03",,,,,"6",",N","5",",N","0","3,N","1",",N",,,,,,,,,,,,,"0","3,,N,31,+","12.0",",,N,21,","1.00",",,N,21,",,,,,,,"1.96",",,,N","12.0",",,,N",,,,,,
"US10buff013","2006-04",,,,,"7",",N","3",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,30,+","0.0",",,N,30,+","0.34",",,N,25,",,,,,,,"0.89",",,,N","0.0",",,,N",,,,,,
"US10buff013","2006-05",,,,,"6",",N","2",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","0.50",",,N,31,",,,,,,,"0.98",",,,N","0.0",",,,N",,,,,,
"US10buff013","2006-06",,,,,"9",",N","5",",N","0","1,N","0","1,N",,,,,,,,,,,,,"0","1,,N,30,+","0.0","1,,N,30,+","1.60",",,N,17,",,,,,,,"3.71",",,,N","0.0","1,,,N",,,,,,
"US10buff013","2006-07",,,,,"5",",N","2",",N","0","1,N","0","1,N",,,,,,,,,,,,,"0","1,,N,31,+","0.0","1,,N,31,+","0.94",",,N,21,",,,,,,,"1.24",",,,N","0.0","1,,,N",,,,,,
"US10buff013","2006-08",,,,,"8",",N","7",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","2.64",",,N,08,",,,,,,,"6.55",",,,N","0.0",",,,N",,,,,,
"US10buff013","2006-09",,,,,"6",",N","5",",N","0","3,N","0","3,N",,,,,,,,,,,,,"0","3,,N,30,+","0.0","3,,N,30,+","1.60",",,N,10,",,,,,,,"3.53",",,,N","0.0","3,,,N",,,,,,
"US10buff013","2006-10",,,,,"7",",N","3",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","0.74",",,N,09,",,,,,,,"1.80",",,,N","0.0",",,,N",,,,,,
"US10buff013","2006-11",,,,,"1",",N","1",",N","0","1,N","0",",N",,,,,,,,,,,,,"0","1,,N,30,+","0.0",",,N,30,+","0.34",",,N,15,",,,,,,,"0.34",",,,N","0.0",",,,N",,,,,,
"US10buff013","2006-12",,,,,"2",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.58",",,N,30,",,,,,,,"1.00",",,,N",,,,,,,,
"US10buff013","2007-01",,,,,"2",",N","2",",N","0","2,N","2","2,N",,,,,,,,,,,,,"0","2,,N,31,+","5.0","2,,N,21,","0.55",",,N,21,",,,,,,,"0.85",",,,N","9.0","2,,,N",,,,,,
"US10buff013","2007-02",,,,,"1",",N","1",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,28,+","0.85",",,N,25,",,,,,,,"0.85",",,,N","0.0",",,,N",,,,,,
"US10buff013","2007-03",,,,,"6",",N","5",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,31,+","0.64",",,N,29,",,,,,,,"2.27",",,,N","0.0","1,,,N",,,,,,
"US10buff013","2007-04",,,,,"12",",N","8",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","1.89",",,N,24,",,,,,,,"5.64",",,,N","0.0",",,,N",,,,,,
"US10buff013","2007-05",,,,,"10","2,N","7","2,N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","1.64","2,,N,30,",,,,,,,"4.20","2,,,N","0.0","2,,,N",,,,,,
"US10buff013","2007-06",,,,,"9",",N","7",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","1.42",",,N,14,",,,,,,,"3.47",",,,N","0.0",",,,N",,,,,,
"US10buff013","2007-07",,,,,"8",",N","5",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","1.48",",,N,16,",,,,,,,"4.33",",,,N","0.0",",,,N",,,,,,
"US10buff013","2007-08",,,,,"7","2,N","6","2,N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","1.30","2,,N,07,",,,,,,,"3.12","2,,,N","0.0","2,,,N",,,,,,
"US10buff013","2007-09",,,,,"8",",N","7",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","0.95",",,N,10,",,,,,,,"2.43",",,,N","0.0",",,,N",,,,,,
"US10buff013","2007-10",,,,,"9",",N","7",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","0.86",",,N,14,",,,,,,,"2.70",",,,N","0.0",",,,N",,,,,,
"US10buff013","2007-11",,,,,"0",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","0.00",",T,N,24,+",,,,,,,"0.00",",T,,N","0.0",",,,N",,,,,,
"US10buff013","2007-12",,,,,"1","2,N","1","2,N",,,"1","2,N",,,,,,,,,,,,,,,"1.0","2,,N,26,","0.15","2,,N,08,",,,,,,,"0.15","2,,,N","1.9","2,,,N",,,,,,
"US10buff013","2008-01",,,,,"0",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",T,N,18,+","0.00",",,N,31,+",,,,,,,"0.00",",,,N","0.0",",T,,N",,,,,,
"US10buff013","2008-02",,,,,"0",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.5",",,N,06,","0.00",",,N,29,+",,,,,,,"0.00",",,,N","0.6",",,,N",,,,,,
"US10buff013","2008-03",,,,,"4","1,N","2","1,N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,T,N,17,+","0.33","1,,N,18,",,,,,,,"0.56","1,,,N","0.0","1,T,,N",,,,,,
"US10buff013","2008-04",,,,,"10",",N","8",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","0.52",",,N,10,",,,,,,,"2.52",",,,N","0.0",",,,N",,,,,,
"US10buff013","2008-05",,,,,"15",",N","10",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","2.65",",,N,24,",,,,,,,"8.15",",,,N","0.0","2,,,N",,,,,,
